OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	X	Y	Z	sX	sY	sZ	RMS	Range	Direction	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
FH5	73	FH5_L369.avi	88384	FH5_R370.avi	88715	58.92267	1	54.87467	152.88621	-221.96423	-985.40059	0.36973	0.41546	1.00769	3.18342	1021.59514	14.21063	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing	not straight		
FH5	77	FH5_L369.avi	94732	FH5_R370.avi	95063	63.15467	1	59.10667	-452.08946	-366.54661	-2170.74835	1.16707	1.15997	4.76467	10.23129	2247.41845	14.20034	Enoplosidae	Enoplosus	armatus	37366001	1	AD	Passing	not in both frames		
FH5	78	FH5_L369.avi	94732	FH5_R370.avi	95063	63.15467	1	59.10667	-155.48556	-416.45709	-1712.93474	0.63398	0.97552	3.01118	1.68142	1769.67728	13.29773	Enoplosidae	Enoplosus	armatus	37366001	1	AD	Passing	not in both frames		
IO64	0	IO64_L369.avi	2663	IO64_R370.avi	2250	1.77533		-1.00000	14.83348	-85.54551	-763.96236	0.27174	0.27712	0.62850	0.75344	768.88006	5.16495								sync		
IO64	5	IO64_L369.avi	43639	IO64_R370.avi	43226	29.09267	1	24.10000	-1188.79771	-398.49590	-3417.04764	3.77581	1.91520	11.18643	1.74495	3639.81505	19.76186	Mullidae	Upeneichthys	vlamingii	37355029	1	AD	Passing			
IO64	7	IO64_L369.avi	57515	IO64_R370.avi	57102	38.34333	1	33.35067	-8.01061	607.70550	-3119.60673	1.04658	1.97922	9.96398	4.94129	3178.25680	12.36767	Serranidae	Caesioperca	sp1		17	AD	Passing			
IO64	26	IO64_L369.avi	68779	IO64_R370.avi	68366	45.85267	1	40.86000	-1660.90956	820.68864	-4972.91508	7.62920	3.69437	23.76178	3.38263	5306.79139	21.06052	Labridae	Coris	auricularis	37384088	1	AD	Passing			
IO64	27	IO64_L369.avi	68779	IO64_R370.avi	68366	45.85267	1	40.86000	-838.25263	419.59375	-6354.79258	5.55419	2.85827	40.39833	0.24042	6423.55938	9.07199	Labridae	Coris	auricularis	37384088	1	AD	Passing			
IO64	55	IO64_L369.avi	85676	IO64_R370.avi	85263	57.11733	1	52.12467	-255.90606	-111.18969	-990.24052	0.41694	0.36291	1.00073	5.63012	1028.79898	15.24933	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
IO227	0	IO227_L375.avi	2865	IO227_R376.avi	2104	1.91000		-1.00000	-105.68669	35.75765	-725.85088	0.27032	0.25246	0.57223	20.36217	734.37578	8.94893								sync		
IO227	4	IO227_L375.avi	26719	IO227_R376.avi	25958	17.81267	1	11.81667	613.93657	-230.73599	-1579.18849	1.01043	0.65019	2.49295	10.59173	1709.96885	22.34949	Urolophidae	Trygonoptera	ovalis	37038016	1	AD	Passing			
IO227	11	IO227_L375.avi	40385	IO227_R376.avi	39624	26.92333	1	20.92733	148.45121	-31.63691	-820.32099	0.31325	0.28576	0.73295	1.60655	834.24528	10.37428	Scorpididae	Neatypus	obliquus	37361002	12	AD	Passing			
IO227	21	IO227_L375.avi	80000	IO227_R376.avi	79239	53.33333	1	47.33733	342.41661	1117.53937	-5657.24109	2.65303	6.33263	32.73999	0.14117	5776.72227	12.24851	Sphyraenidae	Sphyraena	novaehollandiae	37382002	1	AD	Passing			
IO227	23	IO227_L375.avi	87992	IO227_R376.avi	87231	58.66133	1	52.66533	603.09113	395.60287	-2420.85648	1.59264	1.20756	6.08235	1.85530	2526.01794	16.92717	Labridae	Ophthalmolepis	lineolatus	37384040	2	AD	Passing			
IO227	29	IO227_L375.avi	97231	IO227_R376.avi	96470	64.82067	1	58.82467	863.49584	-108.45944	-2141.60790	1.77785	0.75881	4.54432	3.95251	2311.68184	22.04809	Labridae	Coris	auricularis	37384088	17	AD	Passing			
FH7	0	FH7_L369.avi	8343	FH7_R370.avi	7970	5.56200	1	0.77867	863.94270	-555.47415	-6552.95373	5.86634	5.18098	42.77182	6.07134	6632.95946	8.25848	Labridae	Austrolabrus	maculatus	37384025	1	AD	Passing	high error		
FH7	2	FH7_L369.avi	10028	FH7_R370.avi	9655	6.68533	1	1.90200	-1151.43332	-273.05147	-5458.69377	6.23325	2.88868	29.50364	0.82792	5585.48955	11.99200	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing	high error		
FH7	3	FH7_L369.avi	10033	FH7_R370.avi	9660	6.68867	1	1.90533	-385.51456	1056.73734	-5410.19114	2.69069	5.34530	29.51535	0.76844	5525.89210	13.01556	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing	high error		
FH7	4	FH7_L369.avi	10033	FH7_R370.avi	9660	6.68867	1	1.90533	6.07517	-88.37578	-1459.61730	0.50520	0.53040	2.23695	0.92179	1462.30293	2.13462	Pomacentridae	Chromis	klunzingeri	37372044	4	AD	Passing	not in this frame		
FH7	7	FH7_L369.avi	10637	FH7_R370.avi	10264	7.09133	1	2.30800	-193.64987	209.36598	-4091.40725	1.56255	1.48935	16.95126	1.35635	4101.33487	5.05654	Pomacentridae	Chromis	klunzingeri	37372044	1	AD	Passing			
FH7	23	FH7_L369.avi	67215	FH7_R370.avi	66842	44.81000	1	40.02667	-405.89487	-448.89780	-1868.40695	0.93642	1.10187	3.50870	1.49000	1963.97668	16.97419	Trygonorrhinidae	Trygonorrhina	dumerilii	37027011	1	AD	Passing	obstructed		
FH7	29	FH7_L369.avi	69638	FH7_R370.avi	69265	46.42533	1	41.64200	-547.04680	-217.45660	-1502.45541	0.88275	0.61850	2.19467	1.18747	1613.66658	20.93515	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing	obstructed		
FH7	33	FH7_L369.avi	69668	FH7_R370.avi	69295	46.44533	1	41.66200	-728.16642	-197.55890	-1755.19585	1.23039	0.69651	2.90621	1.39969	1910.48903	22.94382	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing	not in both frames		
FH7	38	FH7_L369.avi	69699	FH7_R370.avi	69326	46.46600	1	41.68267	-296.51367	-300.35197	-1229.19559	0.53716	0.57608	1.52398	2.49233	1299.63590	18.01812	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing	obstructed		
FH7	42	FH7_L369.avi	69724	FH7_R370.avi	69351	46.48267	1	41.69933	302.48837	-242.10869	-1112.67180	0.48982	0.47630	1.23738	0.94259	1178.19963	18.38808	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing	not in both frames		
FH7	44	FH7_L369.avi	69729	FH7_R370.avi	69356	46.48600	1	41.70267	408.33677	-211.97235	-1268.04652	0.63518	0.51927	1.58931	13.69175	1348.93038	19.35822	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing	obstructed		
FH7	45	FH7_L369.avi	69729	FH7_R370.avi	69356	46.48600	1	41.70267	4.14811	-258.24663	-1031.37045	0.35954	0.46048	1.12003	0.27408	1063.21848	12.71574	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing	obstructed		
FH7	46	FH7_L369.avi	69729	FH7_R370.avi	69356	46.48600	1	41.70267	-21.79509	-260.82625	-1062.37172	0.37090	0.47650	1.18757	0.01902	1094.13849	12.50186	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing	obstructed		
FH7	49	FH7_L369.avi	69746	FH7_R370.avi	69373	46.49733	1	41.71400	-45.08099	-344.26005	-1554.12538	0.53704	0.79727	2.50245	0.55427	1592.43618	11.26251	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing	obstructed		
FH7	50	FH7_L369.avi	69754	FH7_R370.avi	69381	46.50267	1	41.71933	-223.38247	-309.29715	-1776.69560	0.71018	0.87017	3.24701	3.44025	1817.19886	11.05809	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing	obstructed		
FH7	53	FH7_L369.avi	69775	FH7_R370.avi	69402	46.51667	1	41.73333	-66.20300	-217.24095	-1254.85897	0.44312	0.53207	1.65447	2.81739	1275.24409	8.98160	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing	obstructed		
FH7	55	FH7_L369.avi	69788	FH7_R370.avi	69415	46.52533	1	41.74200	896.08242	-294.19659	-3716.05915	3.35123	1.88222	13.76760	1.23593	3833.87675	13.87956	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing	obstructed		
FH7	56	FH7_L369.avi	69806	FH7_R370.avi	69433	46.53733	1	41.75400	1394.64816	-279.34685	-4023.29328	5.18450	1.95791	15.52752	2.09313	4267.31379	19.24947	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing	obstructed		
FH7	57	FH7_L369.avi	69821	FH7_R370.avi	69448	46.54733	1	41.76400	-414.11401	-144.81297	-1240.12229	0.62852	0.46800	1.52599	4.04728	1315.43320	19.07874	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing	not in both frames		
FH7	60	FH7_L369.avi	73453	FH7_R370.avi	73080	48.96867	1	44.18533	65.80158	-238.72814	-1096.54595	0.38764	0.47713	1.26571	0.69283	1124.15924	11.43575	Labridae	Coris	auricularis	37384088	1	AD	Passing	obstructed		
FH7	67	FH7_L369.avi	76413	FH7_R370.avi	76040	50.94200	1	46.15867	-807.87868	-130.83349	-5220.98713	4.40017	2.26311	27.24436	2.31949	5284.74143	8.79376	Gerreidae	Parequula	melbournensis	37349001	1	AD	Passing	high error		
FH7	68	FH7_L369.avi	76413	FH7_R370.avi	76040	50.94200	1	46.15867	-360.70128	-126.40648	-5603.82757	2.69615	2.46569	31.50408	0.32832	5616.84676	3.68230	Gerreidae	Parequula	melbournensis	37349001	1	AD	Passing	high error		
FH20	1	FH20_L375.avi	40319	FH20_R376.avi	41115	26.87933	1	18.07267	-56.58972	-89.95223	-1222.50143	0.43335	0.43781	1.61713	0.30793	1227.11187	4.47164	Dasyatidae	Dasyatis	brevicaudata	37035001	1	AD	Passing	not flat		
FH20	4	FH20_L375.avi	43453	FH20_R376.avi	44249	28.96867	1	20.16200	866.91545	-263.83238	-1971.10243	1.58155	0.83114	3.72583	2.14643	2169.42266	24.52118	Labridae	Coris	auricularis	37384088	1	AD	Passing	not in both frames		
FH20	6	FH20_L375.avi	43466	FH20_R376.avi	44262	28.97733	1	20.17067	968.17328	-542.16670	-2396.98851	2.12229	1.48117	5.48496	5.72228	2641.37429	24.55289	Labridae	Coris	auricularis	37384088	1	AD	Passing	not in both frames		
IO229	2	IO229_L369.avi	31447	IO229_R370.avi	30881	20.96467	1	15.81933	321.83945	-322.12921	-2192.63887	0.99166	1.11723	4.92942	2.27011	2239.42249	10.75049	Urolophidae	Trygonoptera	ovalis	37038016	1	AD	Passing			
IO229	3	IO229_L369.avi	31824	IO229_R370.avi	31258	21.21600	1	16.07067	124.96042	-295.46570	-1325.47441	0.48110	0.63159	1.83362	2.16569	1363.74393	12.27711	Urolophidae	Trygonoptera	ovalis	37038016	1	AD	Passing			
IO229	11	IO229_L369.avi	50226	IO229_R370.avi	49660	33.48400	1	28.33867	-98.25314	-300.02544	-1394.66554	0.49752	0.67041	2.02584	0.05610	1429.95137	11.37961	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
IO229	12	IO229_L369.avi	50241	IO229_R370.avi	49675	33.49400	1	28.34867	-311.08266	-151.67232	-1392.65294	0.62430	0.54082	2.00064	0.13079	1435.01189	13.38051	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
IO229	13	IO229_L369.avi	50249	IO229_R370.avi	49683	33.49933	1	28.35400	-134.78082	-261.32082	-1112.67468	0.41103	0.50004	1.29115	0.41144	1150.86896	13.52414	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
IO229	16	IO229_L369.avi	50274	IO229_R370.avi	49708	33.51600	1	28.37067	164.66264	-37.33353	-1040.56766	0.39725	0.36353	1.15120	2.68470	1054.17675	9.00615	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
IO229	17	IO229_L369.avi	50274	IO229_R370.avi	49708	33.51600	1	28.37067	98.18660	-146.06436	-1409.27082	0.50368	0.54789	2.08956	6.34244	1420.21817	5.96519	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
IO229	18	IO229_L369.avi	50274	IO229_R370.avi	49708	33.51600	1	28.37067	-83.17070	-247.34508	-997.85745	0.35679	0.43886	1.04547	2.73666	1031.41478	13.28293	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
IO229	19	IO229_L369.avi	50274	IO229_R370.avi	49708	33.51600	1	28.37067	-217.82183	-129.10546	-1327.73211	0.53275	0.50332	1.84268	0.37175	1351.66088	10.13134	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
IO229	20	IO229_L369.avi	50274	IO229_R370.avi	49708	33.51600	1	28.37067	-418.84804	-218.66071	-1318.45655	0.66933	0.54849	1.72316	0.37271	1400.56198	19.08390	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
IO229	21	IO229_L369.avi	50274	IO229_R370.avi	49708	33.51600	1	28.37067	-329.87577	-285.26497	-1281.29145	0.58309	0.58924	1.65143	1.04323	1353.47771	17.87710	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
IO229	23	IO229_L369.avi	50294	IO229_R370.avi	49728	33.52933	1	28.38400	619.58644	-212.39849	-1601.57739	1.01149	0.65408	2.48426	1.29619	1730.33251	21.81166	Scorpididae	Neatypus	obliquus	37361002	1	AD	Passing			
IO229	27	IO229_L369.avi	50321	IO229_R370.avi	49755	33.54733	1	28.40200	166.85272	-100.80767	-1874.86491	0.70348	0.69860	3.65607	0.59624	1884.97227	5.33020	Scorpididae	Neatypus	obliquus	37361002	6	AD	Passing			
IO229	32	IO229_L369.avi	51435	IO229_R370.avi	50869	34.29000	1	29.14467	-15.95981	266.88553	-2664.03857	0.90038	1.05541	7.31486	1.79676	2677.42117	7.18534	Serranidae	Caesioperca	sp1		3	AD	Passing			
IO229	33	IO229_L369.avi	51608	IO229_R370.avi	51042	34.40533	1	29.26000	1266.53610	333.58515	-3451.76187	4.04090	1.40907	11.52573	7.92182	3691.89014	21.19437	Serranidae	Caesioperca	sp1		1	AD	Passing			
