Dot Point Measurements

Generated: Tuesday 16 November 2021 09:09:54

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	BROAD	MORPHOLOGY	TYPE	FieldOfView	Relief	CODE			Radius %
02.JPG	      0		2138	1248													Sponges	Small mixed		Open		10000000			41.5
02.JPG	      0		2536	1202													Sponges	Small mixed		Open		10000000			48.3
02.JPG	      0		2599	3883													Macroalgae	Erect fine branching	Red	Open		90300910			83.2
02.JPG	      0		1760	904													Macroalgae	Erect fine branching	Red	Open		90300910			59.2
02.JPG	      0		2405	1328													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			40.6
02.JPG	      0		2948	3127													Sponges	Small mixed		Open		10000000			60.1
02.JPG	      0		2219	2440													Macroalgae	Erect fine branching	Red	Open		90300910			14.8
02.JPG	      0		2302	3250													Macroalgae	Erect fine branching	Red	Open		90300910			51.7
04.JPG	      0		1964	3271													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			80.1
04.JPG	      0		1587	560													Open Water								66.1
04.JPG	      0		2216	1682													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			7.3
04.JPG	      0		1858	1633													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			12.9
04.JPG	      0		2538	3586													Consolidated	Cobbles	No biota	Open		82001004			98.9
04.JPG	      0		2354	588													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			61.0
04.JPG	      0		2070	912													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			42.6
04.JPG	      0		2062	956													Consolidated	Cobbles	No biota	Open		82001004			40.3
04.JPG	      0		1993	1723													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			4.8
04.JPG	      0		2123	1558													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			9.3
04.JPG	      0		2602	479													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			70.4
04.JPG	      0		2180	1697													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			5.3
04.JPG	      0		1567	3590													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			100.0
04.JPG	      0		1874	609													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			59.3
04.JPG	      0		2175	3373													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			85.2
04.JPG	      0		2644	2778													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			61.5
04.JPG	      0		1872	1096													Consolidated	Cobbles	No biota	Open		82001004			34.8
04.JPG	      0		1469	2134													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			38.1
04.JPG	      0		2064	1612													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			6.4
04.JPG	      0		2488	817													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			51.9
05.JPG	      0		1526	1245													Macroalgae	Erect course branching	Brown	Open		80300904			43.2
05.JPG	      0		1798	2882													Sponges	Massive forms		Open		10000903			61.0
05.JPG	      0		1515	356													Open Water								89.6
05.JPG	      0		2065	669													Macroalgae	Erect fine branching	Red	Open		90300910			67.5
05.JPG	      0		1895	3096													Macroalgae	Erect fine branching	Red	Open		90300910			72.6
05.JPG	      0		1777	895													Macroalgae	Erect fine branching	Red	Open		90300910			55.6
05.JPG	      0		2445	2130													Sponges	Small mixed		Open		10000000			31.3
05.JPG	      0		2585	1569													Consolidated	Rock	No biota	Open		82001002			37.8
05.JPG	      0		1557	1618													Macroalgae	Erect fine branching	Red	Open		90300910			27.8
05.JPG	      0		1705	319													Macroalgae	Erect fine branching	Red	Open		90300910			89.0
05.JPG	      0		1483	3502													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			100.0
05.JPG	      0		2575	305													Consolidated	Rock	No biota	Open		82001002			94.6
05.JPG	      0		2017	2907													Consolidated	Rock	Veneer	Open		82001002			61.5
05.JPG	      0		2080	2834													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			57.5
05.JPG	      0		2135	3348													Macroalgae	Erect fine branching	Red	Open		90300910			87.3
05.JPG	      0		1579	1934													Macroalgae	Erect fine branching	Red	Open		90300910			24.1
05.JPG	      0		2468	1821													Macroalgae	Erect fine branching	Red	Open		90300910			27.7
05.JPG	      0		2112	1639													Macroalgae	Erect fine branching	Red	Open		90300910			13.6
05.JPG	      0		2137	2188													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			21.9
05.JPG	      0		2282	1519													Macroalgae	Erect fine branching	Red	Open		90300910			25.1
06.JPG	      0		2316	3359													Macroalgae	Erect fine branching	Green	Open		80300909			93.1
06.JPG	      0		2614	2946													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			72.0
06.JPG	      0		2044	2006													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			18.4
06.JPG	      0		2734	1353													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			37.4
06.JPG	      0		1766	2650													Macroalgae	Erect fine branching	Red	Open		90300910			58.8
06.JPG	      0		2713	129													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			100.0
06.JPG	      0		1906	3176													Macroalgae	Erect fine branching	Red	Open		90300910			84.7
06.JPG	      0		2451	2683													Macroalgae	Erect fine branching	Red	Open		90300910			54.7
06.JPG	      0		2381	1524													Macroalgae	Erect fine branching	Green	Open		80300909			16.4
06.JPG	      0		1993	3217													Macroalgae	Erect fine branching	Red	Open		90300910			86.1
06.JPG	      0		2518	1040													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			45.7
06.JPG	      0		2377	1439													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			20.8
06.JPG	      0		2614	876													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			56.6
06.JPG	      0		1923	2122													Sponges	Small mixed		Open		10000000			28.2
06.JPG	      0		1642	1051													Consolidated	Rock	No biota	Open		82001002			55.3
06.JPG	      0		1934	1087													Macroalgae	Erect fine branching	Green	Open		80300909			44.2
06.JPG	      0		2673	2137													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			32.7
06.JPG	      0		2669	1736													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			24.5
06.JPG	      0		2224	656													Macroalgae	Erect fine branching	Brown	Open		80300908			65.4
06.JPG	      0		1545	247													Consolidated	Rock	Veneer	Open		82001002			98.5
07.JPG	      0		2624	1436													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			55.7
07.JPG	      0		1889	780													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			81.3
07.JPG	      0		2464	612													Macroalgae	Erect fine branching	Red	Open		90300910			96.0
07.JPG	      0		2085	3230													Macroalgae	Erect fine branching	Red	Open		90300910			73.4
07.JPG	      0		2168	3647													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			100.0
07.JPG	      0		2006	2603													Sponges	Small mixed		Open		10000000			33.8
07.JPG	      0		1812	2984													Macroalgae	Erect course branching	Red	Open		80300906			59.0
07.JPG	      0		1543	1405													Open Water								50.7
07.JPG	      0		1679	1691													Sponges	Erect forms		Open		10000912			31.2
07.JPG	      0		2120	2493													Sponges	Small mixed		Open		10000000			27.9
07.JPG	      0		1712	1226													Macroalgae	Erect fine branching	Red	Open		90300910			55.9
07.JPG	      0		2138	2805													Sponges	Small mixed		Open		10000000			47.2
07.JPG	      0		1446	1042													Open Water								73.3
07.JPG	      0		2275	1735													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			27.0
07.JPG	      0		1849	1416													Macroalgae	Erect fine branching	Red	Open		90300910			42.1
07.JPG	      0		1438	1772													Open Water								40.1
07.JPG	      0		1426	2719													Open Water								54.8
07.JPG	      0		2651	2877													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			65.3
07.JPG	      0		2033	3552													Consolidated	Rock	Veneer	Open		82001002			93.5
07.JPG	      0		2700	1298													Macroalgae	Laminate		Open		80300918			65.3
08.JPG	      0		1481	602													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			58.6
08.JPG	      0		1945	1652													Sponges	Small mixed		Open		10000000			8.6
08.JPG	      0		2469	1639													Sponges	Small mixed		Open		10000000			17.0
08.JPG	      0		2361	844													Sponges	Small mixed		Open		10000000			39.7
08.JPG	      0		2547	2400													Consolidated	Rock	Turf mat	Open		82001002			43.0
08.JPG	      0		2188	453													Consolidated	Rock	Veneer	Open		82001002			57.1
08.JPG	      0		2272	522													Macroalgae	Erect course branching	Brown	Open		80300904			54.1
08.JPG	      0		2224	77													Sponges	Small mixed		Open		10000000			75.4
08.JPG	      0		1586	3610													Sponges	Small mixed		Open		10000000			100.0
08.JPG	      0		2635	179													Macroalgae	Erect course branching	Brown	Open		80300904			74.6
08.JPG	      0		2654	3016													Macroalgae	Encrusting	Brown	Open		80300927			72.5
08.JPG	      0		2292	2216													Macroalgae	Erect course branching	Brown	Open		80300904			30.0
08.JPG	      0		1419	1597													Sponges	Small mixed		Open		10000000			34.1
08.JPG	      0		1440	2165													Sponges	Small mixed		Open		10000000			42.2
08.JPG	      0		2185	486													Consolidated	Rock	Veneer	Open		82001002			55.4
08.JPG	      0		1800	993													Macroalgae	Erect course branching	Brown	Open		80300904			34.4
08.JPG	      0		2113	2411													Consolidated	Rock	Turf mat	Open		82001002			38.3
08.JPG	      0		1705	2340													Sponges	Small mixed		Open		10000000			40.2
08.JPG	      0		2342	2723													Consolidated	Rock	Turf mat	Open		82001002			54.5
08.JPG	      0		2746	2564													Consolidated	Rock	Turf mat	Open		82001002			54.9
09.JPG	      0		2386	3640													Open Water								69.0
09.JPG	      0		1737	2211													Open Water								12.6
09.JPG	      0		2363	813													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			68.0
09.JPG	      0		2685	3659													Unknown			Open					74.7
09.JPG	      0		1884	3435													Open Water								57.3
09.JPG	      0		1564	1930													Open Water								24.7
09.JPG	      0		1957	275													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			91.1
09.JPG	      0		2384	3248													Unknown			Open					51.4
09.JPG	      0		1541	2648													Open Water								29.7
09.JPG	      0		1941	1168													Consolidated	Cobbles	No biota	Open		82001004			49.4
09.JPG	      0		2101	3228													Open Water								47.5
09.JPG	      0		1764	3643													Open Water								67.8
09.JPG	      0		2006	86													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			100.0
09.JPG	      0		1420	448													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			87.4
09.JPG	      0		2507	2024													Macroalgae	Erect fine branching	Red	Open		90300910			25.2
09.JPG	      0		2308	1045													Macroalgae	Erect fine branching	Red	Open		90300910			56.8
09.JPG	      0		1551	2909													Open Water								38.8
09.JPG	      0		2700	2945													Bryozoa			Open		20000000			47.1
09.JPG	      0		1364	2749													Open Water								39.1
09.JPG	      0		1951	2261													Unknown			Open					3.2
10.JPG	      0		1850	760													Unknown			Open					63.0
10.JPG	      0		1653	2037													Open Water								32.7
10.JPG	      0		1556	1411													Open Water								38.8
10.JPG	      0		2039	1467													Macroalgae	Erect fine branching	Red	Open		90300910			17.3
10.JPG	      0		2035	2803													Sponges	Hollow forms		Open		10000909			66.7
10.JPG	      0		2422	2392													Macroalgae	Erect fine branching	Red	Open		90300910			46.1
10.JPG	      0		2358	1004													Macroalgae	Erect fine branching	Red	Open		90300910			49.2
10.JPG	      0		2567	1524													Sponges	Small mixed		Open		10000000			33.2
10.JPG	      0		2026	1746													Macroalgae	Erect fine branching	Red	Open		90300910			3.5
10.JPG	      0		2593	1091													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			51.7
10.JPG	      0		1802	3312													Unknown			Open					100.0
10.JPG	      0		2489	2681													Macroalgae	Erect fine branching	Red	Open		90300910			64.2
10.JPG	      0		2537	777													Sponges	Small mixed		Open		10000000			66.6
10.JPG	      0		1649	2286													Open Water								43.6
10.JPG	      0		2715	1176													Sponges	Small mixed		Open		10000000			53.1
10.JPG	      0		2309	2762													Macroalgae	Erect fine branching	Red	Open		90300910			65.6
10.JPG	      0		1758	548													Unknown			Open					77.3
10.JPG	      0		1891	2916													Unknown			Open					74.6
10.JPG	      0		1448	609													Open Water								81.1
10.JPG	      0		1937	1485													Macroalgae	Erect fine branching	Red	Open		90300910			18.3
11.JPG	      0		2705	1313													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			41.3
11.JPG	      0		1837	934													Open Water								51.3
11.JPG	      0		2658	2955													Sponges	Small mixed		Open		10000000			69.0
11.JPG	      0		2231	1571													Open Water								14.1
11.JPG	      0		1859	1851													Open Water								16.0
11.JPG	      0		1697	312													Open Water								86.2
11.JPG	      0		1383	2208													Open Water								47.3
11.JPG	      0		1804	2953													Macroalgae	Erect fine branching	Red	Open		90300910			65.6
11.JPG	      0		2462	2525													Sponges	Small mixed		Open		10000000			42.9
11.JPG	      0		2724	1817													Sponges	Small mixed		Open		10000000			31.8
11.JPG	      0		2381	1157													Open Water								38.3
11.JPG	      0		1714	1132													Open Water								44.4
11.JPG	      0		2105	1448													Open Water								20.2
11.JPG	      0		1835	1586													Open Water								21.2
11.JPG	      0		2551	2271													Macroalgae	Erect fine branching	Red	Open		90300910			33.7
11.JPG	      0		2625	681													Open Water								67.7
11.JPG	      0		2179	2135													Consolidated	Rock	Turf mat	Open		82001002			17.9
11.JPG	      0		2511	1190													Unknown			Open					39.7
11.JPG	      0		2222	2720													Consolidated	Rock	Turf mat	Open		82001002			50.2
11.JPG	      0		1445	3487													Sponges	Massive forms		Open		10000903			100.0
12.JPG	      0		2739	3053													Sponges	Erect forms		Open		10000912			78.7
12.JPG	      0		1923	1294													Open Water			Limited					18.9
12.JPG	      0		2190	1673													Open Water			Limited					5.0
12.JPG	      0		2609	285													Unknown			Limited					67.6
12.JPG	      0		2067	826													Open Water			Limited					37.6
12.JPG	      0		2080	1943													Open Water			Limited					19.1
12.JPG	      0		1647	3510													Open Water			Open					100.0
12.JPG	      0		2147	120													Unknown			Limited					72.4
12.JPG	      0		2137	951													Open Water			Limited					31.1
12.JPG	      0		1837	1074													Open Water			Open					30.2
12.JPG	      0		2612	2084													Open Water			Limited					33.2
12.JPG	      0		2018	3573													Open Water			Open					99.9
12.JPG	      0		2482	2133													Open Water			Limited					31.7
12.JPG	      0		2112	3219													Open Water			Open					82.0
12.JPG	      0		2207	480													Unknown			Limited					54.5
12.JPG	      0		2724	30													Unknown			Limited					81.4
12.JPG	      0		1427	34													Open Water			Limited					85.3
12.JPG	      0		1467	1113													Open Water			Limited					42.3
12.JPG	      0		2576	2931													Open Water			Open					70.4
12.JPG	      0		2618	1142													Unknown			Limited					30.6
13.JPG	      0		1385	1835													Open Water								35.6
13.JPG	      0		1758	101													Sponges	Small mixed		Open		10000000			89.8
13.JPG	      0		2585	1886													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			24.1
13.JPG	      0		2158	2542													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			33.3
13.JPG	      0		1701	3399													Open Water								78.3
13.JPG	      0		2428	2658													Macroalgae	Erect course branching	Brown	Open		80300904			42.2
13.JPG	      0		2249	912													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			48.4
13.JPG	      0		2507	3846													Macroalgae	Erect fine branching	Red	Open		90300910			100.0
13.JPG	      0		1642	2702													Open Water								46.9
13.JPG	      0		1575	3643													Open Water								91.7
13.JPG	      0		2508	1058													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			45.4
13.JPG	      0		2618	2811													Macroalgae	Erect course branching	Brown	Open		80300904			53.2
13.JPG	      0		2065	3103													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			61.1
13.JPG	      0		1895	130													Sponges	Small mixed		Open		10000000			87.3
13.JPG	      0		1945	966													Macroalgae	Erect fine branching	Red	Open		90300910			45.9
13.JPG	      0		2847	503													Unknown			Limited					77.7
13.JPG	      0		1878	1735													Sponges	Small mixed		Open		10000000			13.0
13.JPG	      0		1981	2030													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			9.7
13.JPG	      0		1706	20													Sponges	Small mixed		Open		10000000			94.3
13.JPG	      0		2557	1629													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			25.8
14.JPG	      0		57	3236													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			76.0
14.JPG	      0		22	3454													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			88.0
14.JPG	      0		569	878													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			62.4
14.JPG	      0		79	1135													Macroalgae	Erect fine branching	Red	Open		90300910			55.9
14.JPG	      0		105	3439													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			85.7
14.JPG	      0		873	1400													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			36.7
14.JPG	      0		88	3277													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			77.5
14.JPG	      0		828	809													Macroalgae	Erect fine branching	Red	Open		90300910			67.6
14.JPG	      0		842	3140													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			66.0
14.JPG	      0		256	693													Macroalgae	Erect fine branching	Red	Open		90300910			75.2
14.JPG	      0		1134	2649													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			47.9
14.JPG	      0		363	223													Macroalgae	Erect course branching	Brown	Open		80300904			100.0
14.JPG	      0		739	2913													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			52.4
14.JPG	      0		382	2159													Macroalgae	Erect course branching	Brown	Open		80300904			15.0
14.JPG	      0		1225	485													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			91.7
14.JPG	      0		806	3415													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			80.8
14.JPG	      0		841	2430													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			28.4
14.JPG	      0		676	3117													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			63.3
14.JPG	      0		868	681													Consolidated	Rock	Turf mat	Open		82001002			75.1
14.JPG	      0		1062	289													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			99.1
15.JPG	      0		1314	3520													Open Water								93.3
15.JPG	      0		1291	2845													Open Water								61.3
15.JPG	      0		536	3646													Open Water								93.6
15.JPG	      0		74	1664													Consolidated	Rock	Veneer	Open		82001002			32.1
15.JPG	      0		232	2668													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			48.0
15.JPG	      0		556	1158													Macroalgae	Erect course branching	Brown	Open		80300904			36.6
15.JPG	      0		1280	868													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			60.6
15.JPG	      0		942	1388													Macroalgae	Erect course branching	Brown	Open		80300904			28.3
15.JPG	      0		173	2326													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			35.4
15.JPG	      0		225	1121													Unknown			Limited					44.3
15.JPG	      0		661	2972													Open Water								58.3
15.JPG	      0		665	1293													Macroalgae	Erect course branching	Brown	Open		80300904			29.1
15.JPG	      0		421	663													Unknown			Limited					63.2
15.JPG	      0		501	1202													Macroalgae	Erect course branching	Brown	Open		80300904			34.9
15.JPG	      0		643	2172													Macroalgae	Erect fine branching	Red	Open		90300910			16.6
15.JPG	      0		148	3585													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			94.1
15.JPG	      0		1134	128													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			93.2
15.JPG	      0		84	2572													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			48.0
15.JPG	      0		1094	1243													Macroalgae	Erect course branching	Brown	Open		80300904			39.0
15.JPG	      0		1225	18													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			100.0
16.JPG	      0		1408	1778													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			38.3
16.JPG	      0		2607	2183													Consolidated	Rock	No biota	Open		82001002			33.5
16.JPG	      0		2463	2588													Macroalgae	Erect course branching	Brown	Open		80300904			45.5
16.JPG	      0		1733	1903													Macroalgae	Erect course branching	Brown	Open		80300904			20.5
16.JPG	      0		2546	82													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			100.0
16.JPG	      0		1867	976													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			49.5
16.JPG	      0		2490	1417													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			31.8
16.JPG	      0		2712	836													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			64.8
16.JPG	      0		2098	197													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			90.7
16.JPG	      0		2393	1554													Consolidated	Rock	Veneer	Open		82001002			22.7
16.JPG	      0		1877	1434													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			25.8
16.JPG	      0		2251	3303													Consolidated	Rock	Turf mat	Open		82001002			80.7
16.JPG	      0		1704	2664													Macroalgae	Small mixed		Open		80300000			50.2
16.JPG	      0		2193	2623													Consolidated	Rock	No biota	Open		82001002			43.1
16.JPG	      0		1707	3318													Macroalgae	Erect fine branching	Red	Open		90300910			83.9
16.JPG	      0		1635	3252													Macroalgae	Erect fine branching	Red	Open		90300910			81.6
16.JPG	      0		2724	1247													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			47.5
16.JPG	      0		2345	1654													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			17.0
16.JPG	      0		1428	3279													Consolidated	Rock	Turf mat	Open		82001002			87.2
16.JPG	      0		1854	599													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			69.8
17.JPG	      0		1599	2907													Macroalgae	Erect course branching	Brown	Open		80300904			51.7
17.JPG	      0		2695	937													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			87.0
17.JPG	      0		1595	2210													Sponges	Small mixed		Open		10000000			32.1
17.JPG	      0		2542	659													Macroalgae	Erect course branching	Brown	Open		80300904			100.0
17.JPG	      0		1555	2631													Macroalgae	Erect course branching	Brown	Open		80300904			41.9
17.JPG	      0		2005	1089													Macroalgae	Erect fine branching	Red	Open		90300910			70.6
17.JPG	      0		2528	2841													Macroalgae	Erect course branching	Brown	Open		80300904			44.4
17.JPG	      0		2706	3212													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			69.4
17.JPG	      0		2106	3316													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			65.7
17.JPG	      0		1985	2051													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			14.2
17.JPG	      0		1677	766													Macroalgae	Small mixed		Open		80300000			94.0
17.JPG	      0		2458	3555													Macroalgae	Erect fine branching	Red	Open		90300910			83.0
17.JPG	      0		1865	1454													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			50.5
17.JPG	      0		2199	2124													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			8.6
17.JPG	      0		2680	3466													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			82.4
17.JPG	      0		1971	1981													Sponges	Small mixed		Open		10000000			18.2
17.JPG	      0		1745	2700													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			36.3
17.JPG	      0		2251	2176													Macroalgae	Erect course branching	Brown	Open		80300904			9.0
17.JPG	      0		1506	2017													Sponges	Small mixed		Open		10000000			39.8
17.JPG	      0		2709	2706													Macroalgae	Erect course branching	Brown	Open		80300904			45.9
18.JPG	      0		2030	1165													Sponges	Small mixed		Open		10000000			24.6
18.JPG	      0		2055	2958													Macroalgae	Erect course branching	Brown	Open		80300904			65.2
18.JPG	      0		1458	2047													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			33.7
18.JPG	      0		2534	2227													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			38.9
18.JPG	      0		1730	3250													Seagrasses	Strap-like leaves	Thalassodendrum sp.	Open		63600903			80.9
18.JPG	      0		1578	2876													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			64.7
18.JPG	      0		2467	44													Macroalgae	Erect course branching	Brown	Open		80300904			83.8
18.JPG	      0		1485	190													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			77.8
18.JPG	      0		1600	512													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			60.7
18.JPG	      0		1456	3578													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			100.0
18.JPG	      0		2450	533													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			60.3
18.JPG	      0		1434	3363													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			90.1
18.JPG	      0		2440	1765													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			22.4
18.JPG	      0		1691	1299													Macroalgae	Erect course branching	Brown	Open		80300904			23.8
18.JPG	      0		2347	648													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			53.2
18.JPG	      0		2415	680													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			52.9
18.JPG	      0		1473	3188													Macroalgae	Small mixed		Open		80300000			81.1
18.JPG	      0		2617	707													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			56.4
18.JPG	      0		2236	883													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			40.3
18.JPG	      0		2633	1197													Macroalgae	Large canopy-forming	Ecklonia radiata	Open		54080001			38.8
19.JPG	      0		2187	2976													Macroalgae	Erect course branching	Brown	Open		80300904			41.6
19.JPG	      0		2540	3500													Macroalgae	Erect fine branching	Red	Open		90300910			68.5
19.JPG	      0		2514	1601													Unconsolidated	Sand	mud (coarse sand)	Open		82001014			28.0
