Dot Point Measurements

Generated: Tuesday 16 November 2021 09:09:54

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare	BROAD	MORPHOLOGY	TYPE	FieldOfView	Relief	CODE			Radius %
01.jpg	      0		674	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Massive forms		Limited	".4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope."	10000903			46.9
01.jpg	      0		941	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Limited	.3. Good relief structure with some overhangs. >45 substrate slope.	10000000			64.2
01.jpg	      0		139	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					100.0
01.jpg	      0		406	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Massive forms		Open	.3. Good relief structure with some overhangs. >45 substrate slope.	10000903			89.9
01.jpg	      0		674	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Limited	.3. Good relief structure with some overhangs. >45 substrate slope.	10000000			89.9
01.jpg	      0		941	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Limited	.3. Good relief structure with some overhangs. >45 substrate slope.	10000000			100.0
02.jpg	      0		139	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					100.0
02.jpg	      0		406	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					89.9
02.jpg	      0		674	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.3. Good relief structure with some overhangs. >45 substrate slope.	10000000			89.9
02.jpg	      0		941	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.3. Good relief structure with some overhangs. >45 substrate slope.	10000000			100.0
02.jpg	      0		139	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					64.2
02.jpg	      0		406	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					46.9
02.jpg	      0		674	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.3. Good relief structure with some overhangs. >45 substrate slope.	10000000			46.9
02.jpg	      0		941	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Open	.3. Good relief structure with some overhangs. >45 substrate slope.	10000000			64.2
02.jpg	      0		139	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					46.5
02.jpg	      0		406	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					15.5
02.jpg	      0		674	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Limited	.3. Good relief structure with some overhangs. >45 substrate slope.	10000000			15.5
02.jpg	      0		941	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Limited	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			46.5
02.jpg	      0		139	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					64.2
02.jpg	      0		406	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					46.9
02.jpg	      0		674	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Limited	.3. Good relief structure with some overhangs. >45 substrate slope.	10000000			46.9
02.jpg	      0		941	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Limited	.3. Good relief structure with some overhangs. >45 substrate slope.	10000000			64.2
02.jpg	      0		139	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					100.0
02.jpg	      0		406	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					89.9
02.jpg	      0		674	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Small mixed		Limited	.3. Good relief structure with some overhangs. >45 substrate slope.	10000000			89.9
02.jpg	      0		941	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			100.0
03.jpg	      0		139	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					100.0
03.jpg	      0		406	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			89.9
03.jpg	      0		674	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Small mixed		Open	.3. Good relief structure with some overhangs. >45 substrate slope.	80300000			89.9
03.jpg	      0		941	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect course branching	Brown	Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	80300904			100.0
03.jpg	      0		139	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					64.2
03.jpg	      0		406	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Small mixed		Open	.3. Good relief structure with some overhangs. >45 substrate slope.	80300000			46.9
03.jpg	      0		674	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Small mixed		Open	.3. Good relief structure with some overhangs. >45 substrate slope.	80300000			46.9
03.jpg	      0		941	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Small mixed		Open	.3. Good relief structure with some overhangs. >45 substrate slope.	80300000			64.2
03.jpg	      0		139	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					46.5
03.jpg	      0		406	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Open	".4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope."	54080001			15.5
03.jpg	      0		674	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			15.5
03.jpg	      0		941	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Small mixed		Open	.3. Good relief structure with some overhangs. >45 substrate slope.	80300000			46.5
03.jpg	      0		139	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					64.2
03.jpg	      0		406	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Small mixed		Open	.3. Good relief structure with some overhangs. >45 substrate slope.	80300000			46.9
03.jpg	      0		674	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			46.9
03.jpg	      0		941	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Small mixed		Open	.3. Good relief structure with some overhangs. >45 substrate slope.	80300000			64.2
03.jpg	      0		139	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					100.0
03.jpg	      0		406	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Small mixed		Open	.3. Good relief structure with some overhangs. >45 substrate slope.	80300000			89.9
03.jpg	      0		674	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			89.9
03.jpg	      0		941	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Small mixed		Open	.3. Good relief structure with some overhangs. >45 substrate slope.	80300000			100.0
04.jpg	      0		139	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					100.0
04.jpg	      0		406	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Unconsolidated	Sand	mud (coarse sand)	Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	82001014			89.9
04.jpg	      0		674	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Unconsolidated	Pebble / gravel (pebble 10-64mm)		Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	82001012			89.9
04.jpg	      0		941	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Unconsolidated	Pebble / gravel (pebble 10-64mm)		Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	82001012			100.0
04.jpg	      0		139	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					64.2
04.jpg	      0		406	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Unconsolidated	Sand	mud (coarse sand)	Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	82001014			46.9
04.jpg	      0		674	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Unconsolidated	Pebble / gravel (pebble 10-64mm)		Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	82001012			46.9
04.jpg	      0		941	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Unconsolidated	Pebble / gravel (pebble 10-64mm)		Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	82001012			64.2
04.jpg	      0		139	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					46.5
04.jpg	      0		406	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Unconsolidated	Sand	mud (coarse sand)	Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	82001014			15.5
04.jpg	      0		674	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Unconsolidated	Sand	mud (coarse sand)	Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	82001014			15.5
04.jpg	      0		941	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Unconsolidated	Pebble / gravel (pebble 10-64mm)		Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	82001012			46.5
04.jpg	      0		139	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					64.2
04.jpg	      0		406	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Unconsolidated	Sand	mud (coarse sand)	Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	82001014			46.9
04.jpg	      0		674	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Unconsolidated	Sand	mud (coarse sand)	Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	82001014			46.9
04.jpg	      0		941	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Unconsolidated	Sand	mud (coarse sand)	Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	82001014			64.2
04.jpg	      0		139	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					100.0
04.jpg	      0		406	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					89.9
04.jpg	      0		674	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Unconsolidated	Sand	mud (coarse sand)	Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	82001014			89.9
04.jpg	      0		941	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Unconsolidated	Sand	mud (coarse sand)	Open	".0. Flat substrate, sandy, rubble with few features. ~0 substrate slope."	82001014			100.0
05.jpg	      0		139	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					100.0
05.jpg	      0		406	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect course branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	80300906			89.9
05.jpg	      0		674	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			89.9
05.jpg	      0		941	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			100.0
05.jpg	      0		139	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					64.2
05.jpg	      0		406	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					46.9
05.jpg	      0		674	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			46.9
05.jpg	      0		941	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			64.2
05.jpg	      0		139	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					46.5
05.jpg	      0		406	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					15.5
05.jpg	      0		674	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Limited	".4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope."	90300910			15.5
05.jpg	      0		941	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Consolidated	Boulder	Veneer	Limited	".4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope."	82001003			46.5
05.jpg	      0		139	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					64.2
05.jpg	      0		406	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					46.9
05.jpg	      0		674	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			46.9
05.jpg	      0		941	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			64.2
05.jpg	      0		139	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					100.0
05.jpg	      0		406	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Massive forms		Open	.3. Good relief structure with some overhangs. >45 substrate slope.	10000903			89.9
05.jpg	      0		674	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			89.9
05.jpg	      0		941	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			100.0
06.jpg	      0		139	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					100.0
06.jpg	      0		406	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					89.9
06.jpg	      0		674	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			89.9
06.jpg	      0		941	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			100.0
06.jpg	      0		139	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					64.2
06.jpg	      0		406	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					46.9
06.jpg	      0		674	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			46.9
06.jpg	      0		941	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			64.2
06.jpg	      0		139	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					46.5
06.jpg	      0		406	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					15.5
06.jpg	      0		674	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			15.5
06.jpg	      0		941	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Small mixed		Open	.3. Good relief structure with some overhangs. >45 substrate slope.	80300000			46.5
06.jpg	      0		139	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					64.2
06.jpg	      0		406	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					46.9
06.jpg	      0		674	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			46.9
06.jpg	      0		941	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Consolidated	Rock	Turf mat	Open	.2. Mostly relief features amongst some flat substrate or rubble. ~45 substrate slope.	82001002			64.2
06.jpg	      0		139	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					100.0
06.jpg	      0		406	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					89.9
06.jpg	      0		674	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			89.9
06.jpg	      0		941	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Small mixed		Open	.3. Good relief structure with some overhangs. >45 substrate slope.	80300000			100.0
07.jpg	      0		257	274	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					100.0
07.jpg	      0		762	274	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			84.0
07.jpg	      0		1266	274	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			84.0
07.jpg	      0		1771	274	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Unconsolidated	Sand / mud (coarse sand)		Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	82001014			100.0
07.jpg	      0		257	813	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					70.5
07.jpg	      0		762	813	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			45.2
07.jpg	      0		1266	813	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			45.2
07.jpg	      0		1771	813	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Unconsolidated	Sand / mud (coarse sand)		Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	82001014			70.5
07.jpg	      0		257	1352	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					57.5
07.jpg	      0		762	1352	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			19.2
07.jpg	      0		1266	1352	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			19.2
07.jpg	      0		1771	1352	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			57.5
07.jpg	      0		257	1891	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					70.5
07.jpg	      0		762	1891	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			45.2
07.jpg	      0		1266	1891	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			45.2
07.jpg	      0		1771	1891	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			70.5
07.jpg	      0		257	2430	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					100.0
07.jpg	      0		762	2430	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					84.0
07.jpg	      0		1266	2430	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			84.0
07.jpg	      0		1771	2430	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			100.0
08.jpg	      0		139	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					100.0
08.jpg	      0		406	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			89.9
08.jpg	      0		674	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Consolidated	Rock	Veneer	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	82001002			89.9
08.jpg	      0		941	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			100.0
08.jpg	      0		139	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					64.2
08.jpg	      0		406	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			46.9
08.jpg	      0		674	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			46.9
08.jpg	      0		941	578	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Consolidated	Rock	Turf mat	Open	.1. Some relief features amongst mostly flat substrate/sand/rubble. <45 degree substrate slope.	82001002			64.2
08.jpg	      0		139	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			46.5
08.jpg	      0		406	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			15.5
08.jpg	      0		674	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	54080001			15.5
08.jpg	      0		941	960	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Sponges	Massive forms		Open	.3. Good relief structure with some overhangs. >45 substrate slope.	10000903			46.5
08.jpg	      0		139	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Consolidated	Rock	Veneer	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	82001002			64.2
08.jpg	      0		406	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Erect fine branching	Red	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	90300910			46.9
08.jpg	      0		674	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Open	".4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope."	54080001			46.9
08.jpg	      0		941	1342	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Consolidated	Rock	Veneer	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	82001002			64.2
08.jpg	      0		139	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Open	".4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope."	54080001			100.0
08.jpg	      0		406	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Macroalgae	Large canopy-forming	Ecklonia radiata	Open	".4. High structural complexity, fissures and caves. Vertical wall. ~90 substrate slope."	54080001			89.9
08.jpg	      0		674	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Consolidated	Rock	Veneer	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	82001002			89.9
08.jpg	      0		941	1724	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Consolidated	Rock	Veneer	Open	.3. Good relief structure with some overhangs. >45 substrate slope.	82001002			100.0
09.jpg	      0		139	196	20200602	SouthWest							Kye Adams		ForwardFacingBRUV		Open Water			Open					100.0
