OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	Length	Precision	RMS	Range	Direction	HorzDir	VertDir	MidX	MidY	MidZ	Family	Genus	Species	Code	Number	Stage	Activity
1.04	2	1.04_L375.avi	62983	1.04_R376.avi	62557	41.98867	1	32.764	384.75167	2.39464	1.71747	3150.32337	8.82014	6.81082	11.17919	-84.78045	475.55111	-3113.06934	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
1.04	3	1.04_L375.avi	63041	1.04_R376.avi	62615	42.02733	1	32.80267	412.50797	3.48963	1.34828	1768.78784	16.59984	52.60124	8.02173	503.34241	44.63373	-1695.07069	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
1.04	4	1.04_L375.avi	63054	1.04_R376.avi	62628	42.036	1	32.81133	476.57136	2.12126	0.30578	1491.07931	6.30663	36.53008	4.72097	162.03789	-23.92044	-1482.05568	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
1.04	5	1.04_L375.avi	63073	1.04_R376.avi	62647	42.04867	1	32.824	438.88164	0.67995	8.43321	1037.84213	13.7092	14.00877	7.90842	104.49267	222.66299	-1008.27514	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
1.04	6	1.04_L375.avi	63108	1.04_R376.avi	62682	42.072	1	32.84733	406.97045	7.63272	0.78972	2619.87331	17.69398	55.51231	1.14128	747.52963	274.29688	-2495.93606	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
1.04	7	1.04_L375.avi	63115	1.04_R376.avi	62689	42.07667	1	32.852	338.31223	9.25599	5.07659	4216.75883	17.41486	19.58991	14.70509	-1107.08758	605.86065	-4023.47424	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
1.04	8	1.04_L375.avi	63146	1.04_R376.avi	62720	42.09733	1	32.87267	419.99215	3.07327	0.34813	1769.96046	13.33132	42.24893	11.99924	322.85002	249.65997	-1722.26531	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
1.04	9	1.04_L375.avi	63461	1.04_R376.avi	63035	42.30733	1	33.08267	435.68743	5.0413	3.63946	2205.43934	15.33647	50.9268	17.99166	-547.9138	200.10193	-2126.90205	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
1.04	10	1.04_L375.avi	64095	1.04_R376.avi	63669	42.73	1	33.50533	543.1618	4.31294	3.09708	3634.14793	13.30519	1.46951	0.99182	-815.59203	185.20144	-3536.60023	Triakidae	Mustelus	ravidus	37017005	1	AD	Passing
1.04	11	1.04_L375.avi	64601	1.04_R376.avi	64175	43.06733	1	33.84267	325.46813	0.83738	0.8235	1418.3152	10.74385	2.72907	26.57639	-251.09171	-82.8282	-1393.45271	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing
1.04	12	1.04_L375.avi	64696	1.04_R376.avi	64270	43.13067	1	33.906	314.9653	0.99516	1.79334	1385.41743	12.67467	11.57485	5.95471	-284.929	-105.92484	-1351.65707	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing
1.04	13	1.04_L375.avi	64838	1.04_R376.avi	64412	43.22533	1	34.00067	313.35848	1.59484	2.66359	1397.73568	2.34006	30.6302	15.39554	56.8661	-4.82218	-1396.57009	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing
1.04	14	1.04_L375.avi	73268	1.04_R376.avi	72842	48.84533	1	39.62067	338.18597	6.08171	3.6522	2875.42512	18.61852	30.57883	4.50351	900.31335	179.45642	-2724.94053	Labridae	Bodianus	solatus	37384201	1	AD	Passing
1.04	15	1.04_L375.avi	73356	1.04_R376.avi	72930	48.904	1	39.67933	348.61944	7.71923	1.60956	2966.85737	9.27246	37.1602	2.592	32.53449	476.93969	-2928.09028	Labridae	Bodianus	solatus	37384201	1	AD	Passing
1.04	16	1.04_L375.avi	75671	1.04_R376.avi	75245	50.44733	1	41.22267	460.69206	1.14861	0.37439	1446.80628	4.83552	16.41704	19.21385	-118.35292	-29.43978	-1441.65679	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing
1.04	17	1.04_L375.avi	75916	1.04_R376.avi	75490	50.61067	1	41.386	480.8525	0.82815	7.35363	1363.45213	8.00385	13.86686	62.87015	-175.37926	72.69013	-1350.17035	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing
1.04	18	1.04_L375.avi	77696	1.04_R376.avi	77270	51.79733	1	42.57267	349.05188	0.84743	2.98084	1327.20669	16.0255	5.25446	15.85004	-304.16001	-204.28498	-1275.63001	Serranidae	Epinephelus	areolatus	37311009	1	AD	Passing
1.04	19	1.04_L375.avi	78275	1.04_R376.avi	77849	52.18333	1	42.95867	333.92966	0.78749	0.31011	1074.42705	15.37058	19.76908	0.21347	-190.65768	-211.55206	-1035.99656	Serranidae	Epinephelus	areolatus	37311009	1	AD	Passing
1.04	20	1.04_L375.avi	89991	1.04_R376.avi	89565	59.994	1	50.76933	342.413	7.65163	4.46963	3155.0962	11.47039	31.47403	1.64834	-614.02637	128.98228	-3092.08137	Mullidae	Parupeneus	spilurus	37355015	1	AD	Passing
1.04	21	1.04_L375.avi	100215	1.04_R376.avi	99789	66.81	1	57.58533	340.49631	8.76885	4.0469	4382.8022	10.1	17.52203	5.39206	461.83565	614.36942	-4314.88275	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing
1.04	22	1.04_L375.avi	100297	1.04_R376.avi	99871	66.86467	1	57.64	349.74387	1.3207	0.09032	1799.73304	16.3663	5.58432	10.95027	-401.79914	309.40551	-1726.80766	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing
1.04	23	1.04_L375.avi	101598	1.04_R376.avi	101172	67.732	1	58.50733	760.57058	3.84455	3.02928	3187.07182	12.92274	10.71498	21.1725	-633.08221	327.438	-3106.35125	Rachycentridae	Rachycentron	canadum	37335001	1	AD	Passing
1.04	24	1.04_L375.avi	102449	1.04_R376.avi	102023	68.29933	1	59.07467	209.02588	9.7344	3.80161	5125.65957	15.00944	10.88841	20.8812	-1175.42989	616.80344	-4950.78823	Carangidae	Decapterus	spp		1	AD	Passing
1.04	25	1.04_L375.avi	102457	1.04_R376.avi	102031	68.30467	1	59.08	263.04053	9.54085	7.63813	4601.03579	11.16786	17.63034	15.08794	-614.77575	645.13078	-4513.91043	Carangidae	Decapterus	spp		1	AD	Passing
1.05	0	1.05_L371.avi	54180	1.05_R372.avi	52767	36.12	1	23.94333	293.6329	1.24117	8.70146	1265.72769	16.10976	26.96691	9.7816	-324.0201	-135.50206	-1216.02498	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing
1.05	1	1.05_L371.avi	54225	1.05_R372.avi	52812	36.15	1	23.97333	293.23922	1.26698	12.27164	1409.64444	11.79692	22.97009	23.42368	204.94088	-202.61838	-1379.87045	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing
1.05	2	1.05_L371.avi	54236	1.05_R372.avi	52823	36.15733	1	23.98067	292.48281	0.76576	7.00954	1168.4416	11.31257	14.2444	9.79599	-12.49095	-228.86241	-1145.7407	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing
1.05	3	1.05_L371.avi	54292	1.05_R372.avi	52879	36.19467	1	24.018	273.96434	0.72171	12.52422	1300.70808	6.16627	5.83457	28.60052	122.85628	-66.53133	-1293.18268	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing
1.05	4	1.05_L371.avi	54816	1.05_R372.avi	53403	36.544	1	24.36733	309.16934	1.01896	16.6011	1758.49263	4.15103	4.66165	3.56042	103.35597	74.29856	-1753.87958	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing
1.05	5	1.05_L371.avi	61793	1.05_R372.avi	60380	41.19533	1	29.01867	260.65301	0.63554	10.11981	1233.76415	10.32019	1.45839	1.96212	-13.44321	-220.61833	-1213.80427	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing
1.05	6	1.05_L371.avi	62313	1.05_R372.avi	60900	41.542	1	29.36533	262.2868	3.78769	19.80692	2306.24203	17.35097	28.215	2.49429	687.76493	4.08628	-2201.29848	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing
1.05	7	1.05_L371.avi	62458	1.05_R372.avi	61045	41.63867	1	29.462	275.33619	2.2658	12.66041	1822.06603	19.3687	23.70765	0.83516	-600.72996	65.41089	-1718.94432	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing
1.05	8	1.05_L371.avi	62504	1.05_R372.avi	61091	41.66933	1	29.49267	257.18349	1.03772	7.41219	1147.07651	9.95838	26.77846	3.10226	-27.7936	-196.41039	-1129.79423	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing
1.05	9	1.05_L371.avi	62594	1.05_R372.avi	61181	41.72933	1	29.55267	240.06882	1.84167	14.29416	1866.48035	7.35786	16.97483	0.75617	-237.66196	-25.56558	-1851.11104	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing
1.05	10	1.05_L371.avi	62657	1.05_R372.avi	61244	41.77133	1	29.59467	299.91305	0.65951	12.58534	1065.5208	12.1658	14.0983	32.2308	163.94928	-153.43721	-1041.5912	Lethrinidae	Gymnocranius	grandoculis	37351005	1	AD	Passing
1.05	12	1.05_L371.avi	79135	1.05_R372.avi	77722	52.75667	1	40.58	279.14646	1.04468	12.95248	1768.76886	7.52648	2.55772	0.53369	-203.5267	-110.69366	-1753.52989	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
1.05	13	1.05_L371.avi	79170	1.05_R372.avi	77757	52.78	1	40.60333	425.24692	1.32633	13.05074	1738.97553	19.48984	7.67977	8.10963	461.8208	351.20304	-1639.33336	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
1.05	15	1.05_L371.avi	79226	1.05_R372.avi	77813	52.81733	1	40.64067	420.13486	1.97375	11.6225	2076.71513	14.81168	14.43521	7.87768	-302.9802	435.95278	-2007.70862	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
1.05	16	1.05_L371.avi	79353	1.05_R372.avi	77940	52.902	1	40.72533	422.98225	0.65799	7.5535	1150.91921	7.32179	0.99258	17.47582	141.93263	36.99691	-1141.53467	Lutjanidae	Pristipomoides	multidens	37346002	1	AD	Passing
1.05	17	1.05_L371.avi	81635	1.05_R372.avi	80222	54.42333	1	42.24667	475.83869	1.22772	13.74926	1571.26006	13.83851	11.97617	15.27807	371.03046	59.83113	-1525.65226	Carangidae	Carangoides	chrysophrys	37337011	1	AD	Passing
1.05	18	1.05_L371.avi	82334	1.05_R372.avi	80921	54.88933	1	42.71267	326.85366	1.53696	11.42884	1686.3558	16.11199	14.95446	6.05365	465.29126	50.18806	-1620.11762	Labridae	Bodianus	solatus	37384201	1	AD	Passing
1.05	19	1.05_L371.avi	82866	1.05_R372.avi	81453	55.244	1	43.06733	343.50297	1.88448	12.79043	1673.00705	18.00772	23.19379	3.39466	-446.49732	-261.03259	-1591.0546	Synodontidae	Saurida	undosquamis	37118001	1	AD	Passing
1.05	21	1.05_L371.avi	91239	1.05_R372.avi	89826	60.826	1	48.64933	337.78312	1.24213	12.17721	1269.23243	15.33457	30.21397	19.5456	222.93347	-250.92801	-1224.04524	Serranidae	Epinephelus	areolatus	37311009	1	AD	Passing
1.05	22	1.05_L371.avi	95599	1.05_R372.avi	94186	63.73267	1	51.556	312.4822	1.00048	11.86578	1353.09278	11.90806	14.81644	0.70376	202.40813	-192.31067	-1323.97418	Mullidae	Parupeneus	spilurus	37355015	1	AD	Passing
1.05	23	1.05_L371.avi	101043	1.05_R372.avi	99630	67.362	1	55.18533	217.88395	4.54772	32.37395	3404.40832	17.02658	8.13384	3.23534	893.64193	441.74623	-3255.18976	Carangidae	Decapterus	spp		1	AD	Passing
1.05	24	1.05_L371.avi	101062	1.05_R372.avi	99649	67.37467	1	55.198	272.78686	5.6456	37.71869	3825.24045	17.77054	11.02295	12.51132	878.51111	768.92112	-3642.72468	Carangidae	Decapterus	spp		1	AD	Passing
1.05	25	1.05_L371.avi	101069	1.05_R372.avi	99656	67.37933	1	55.20267	274.75857	4.24013	30.43705	3518.32853	15.00527	2.48463	0.63977	864.54748	286.94717	-3398.36058	Carangidae	Decapterus	spp		1	AD	Passing
1.05	26	1.05_L371.avi	101075	1.05_R372.avi	99662	67.38333	1	55.20667	264.52481	6.79765	31.66023	3470.27046	13.63799	21.43993	0.18419	-607.07519	548.61781	-3372.42573	Carangidae	Decapterus	spp		1	AD	Passing
1.05	27	1.05_L371.avi	108082	1.05_R372.avi	106669	72.05467	1	59.878	372.00566	0.83371	13.98544	1366.08089	10.53816	0.54134	16.17893	-247.12883	-36.72629	-1343.03965	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing
1.05	28	1.05_L371.avi	108085	1.05_R372.avi	106672	72.05667	1	59.88	423.1245	1.00486	17.03664	1255.05121	4.44813	26.35751	42.88336	86.50229	44.6311	-1251.27093	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing
1.05	29	1.05_L371.avi	108119	1.05_R372.avi	106706	72.07933	1	59.90267	453.75264	0.85067	17.31026	1365.43483	10.52575	3.7474	19.56117	247.63356	-29.91562	-1342.45854	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing
1.05	30	1.05_L371.avi	108180	1.05_R372.avi	106767	72.12	1	59.94333	398.57503	1.8753	12.20715	1447.49637	8.93194	42.02797	33.43941	224.24225	14.94934	-1429.94324	Lethrinidae	Lethrinus	miniatus	37351009	1	AD	Passing
1.06	0	1.06_L378.avi	29483	1.06_R377.avi	30088	19.65533	1	8.59667	456.42259	9.06527	3.38957	3964.29302	18.10748	22.43512	10.19465	-1073.09934	605.42485	-3767.96201	Scaridae	Scarus	ghobban	37386001	1	AD	Passing
1.06	1	1.06_L378.avi	30562	1.06_R377.avi	31167	20.37467	1	9.316	291.20338	9.71937	3.43986	4318.81585	16.08067	18.11174	12.53169	-1193.39026	82.97401	-4149.83197	Carangidae	Decapterus	spp		1	AD	Passing
1.06	2	1.06_L378.avi	30562	1.06_R377.avi	31167	20.37467	1	9.316	279.49697	6.79473	4.85546	3914.09644	14.40812	13.06101	10.38859	-967.93161	107.95702	-3790.98993	Carangidae	Decapterus	spp		1	AD	Passing
