OpCode	ImagePtPair	FilenameLeft	FrameLeft	FilenameRight	FrameRight	Time	Period	PeriodTime	X	Y	Z	sX	sY	sZ	RMS	Range	Direction	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Attribute9	Attribute10
DM-BV-04	25	Left_MAH00349.MP4	47079	Right_MAH07769.MP4	45707	80.72565	1	59.28172	-424.14078	-299.13661	-3286.57743	2.53084	2.07113	16.04259	0.74584	3327.30661	9.22810	Odontodactylidae		spp		1	AD	Passing			
DM-BV-05	0	Left_MAH00438.MP4	68505	Right_MAH00437.MP4	66762	19.04820		-1.00000	12.09653	-110.37996	-949.95743	0.49293	0.49782	1.44022	1.37366	956.42521	7.00131								sync		
DM-BV-06	0	Left_MAH00485.MP4	17513	Right_MAH00321.MP4	19873	4.86959		-1.00000	30.41874	-123.29438	-1050.45756	0.54578	0.56323	1.74151	2.23144	1058.10580	6.62714								sync		
DM-BV-07	0	Left_MAH00480.MP4	53758	Right_MAH00316.MP4	54828	14.94771		-1.00000	-1.52974	2.50994	-915.86640	0.48135	0.46054	1.34262	1.53121	915.87111	0.44180								sync		
DM-BV-07	1	Left_MAH00481.MP4	17853	Right_MAH00317.MP4	18983	27.52055	1	11.34105	-2775.54412	-645.71103	-6663.88650	25.74842	7.16508	63.75815	11.44678	7247.61831	23.09222	Serranidae	Plectropomus	spp		1	AD	Passing			
DM-BV-07	7	Left_MAH00481.MP4	73800	Right_MAH00317.MP4	74930	43.07692	1	26.89743	-2296.57724	-431.97153	-4715.48232	14.80054	3.75893	31.81293	10.82048	5262.75972	26.31220	Unknown	Unknown	Unknown	0	1	AD	Passing			
DM-BV-07	8	Left_MAH00482.MP4	20256	Right_MAH00318.MP4	21385	50.72790	1	34.54840	49.88606	-142.36295	-1448.65814	0.73666	0.78382	3.22495	2.09718	1456.49107	5.68671	SUS	SUS	SUS	2	1	AD	Passing			
DM-BV-08	0	Left_MAH00425.MP4	42802	Right_MAH00626.MP4	41167	11.90133		-1.00000	3.36532	-87.04312	-1001.69358	0.51500	0.51316	1.58171	0.95871	1005.47395	5.31416								sync		
DM-BV-08	41	Left_MAH00426.MP4	32783	Right_MAH00627.MP4	31148	31.65523	1	16.24623	1182.31385	-353.90716	-3134.22235	5.40710	2.15519	14.62207	4.48255	3368.45158	21.59393	SUS	SUS	SUS	2	1	AD	Passing			
DM-BV-08	51	Left_MAH00427.MP4	79534	Right_MAH00628.MP4	77899	67.19407	1	51.78507	406.21713	401.96572	-2280.04541	1.70804	1.78735	7.82801	4.42160	2350.57352	13.83083	Elapidae		spp		1	AD	Passing			
DM-BV-08	56	Left_MAH00428.MP4	23645	Right_MAH00629.MP4	22010	74.19329	1	58.78428	-71.65926	-388.03767	-2237.62818	1.12358	1.65079	7.55070	4.52830	2272.15496	10.33998	Bothidae		spp		1	AD	Passing			
DM-BV-09	0	Left_MAH00458.MP4	17367	Right_MAH00965.MP4	17015	4.82899		-1.00000	-2.40733	-124.71296	-932.40471	0.48926	0.49885	1.39062	2.73624	940.71125	7.76994								sync		
DM-BV-10	0	Left_MAH03139.MP4	52804	Right_MAH00059.MP4	53306	14.68245		-1.00000	2.96347	-133.94406	-1058.94661	0.54501	0.56676	1.74912	0.53233	1067.38827	7.33482								sync		
DM-BV-10	1	Left_MAH03139.MP4	62930	Right_MAH00059.MP4	63432	17.49804	1	0.56946	7.35459	-176.64514	-1451.36654	0.72965	0.80500	3.20895	0.03935	1462.09522	7.06931	Unknown	Unknown	Unknown	0	1	AD	Passing			
DM-BV-10	7	Left_MAH03139.MP4	75884	Right_MAH00059.MP4	76386	21.09997	1	4.17139	8.25953	-183.10273	-1461.13941	0.73431	0.81681	3.25113	2.97665	1472.59064	7.27401	Nemipteridae	Nemipterus	spp		1	AD	Passing			
DM-BV-10	24	Left_MAH03140.MP4	2265	Right_MAH00060.MP4	2827	23.18622	1	6.25764	-463.30571	-554.38629	-2557.23661	2.03056	2.37546	9.62974	6.05524	2657.33991	15.87198	Tetraodontidae	Torquigener	spp		1	AD	Passing			
DM-BV-10	25	Left_MAH03140.MP4	12759	Right_MAH00060.MP4	13321	26.10413	1	9.17556	14.37869	-184.29210	-1472.03162	0.73982	0.82398	3.29879	1.25320	1483.59274	7.28131	SUS	SUS	SUS	2	4	AD	Passing			
DM-BV-10	27	Left_MAH03140.MP4	27899	Right_MAH00060.MP4	28461	30.31389	1	13.38532	213.48465	-446.24483	-1292.56766	0.74944	1.06780	2.58098	2.51438	1383.99469	21.05454	Odontodactylidae	Odontodactylus	spp		1	AD	Passing			
DM-BV-10	28	Left_MAH03140.MP4	33875	Right_MAH00060.MP4	34437	31.97555	1	15.04698	13.06862	-184.86605	-1477.66423	0.74237	0.82760	3.32314	0.17522	1489.24069	7.27251	Labridae	Iniistius	spp		1	AD	Passing			
DM-BV-10	37	Left_MAH03141.MP4	3625	Right_MAH00061.MP4	4186	46.10356	1	29.17498	-1947.35030	-557.59597	-4453.72342	11.63069	3.95605	27.75454	2.17809	4892.72304	24.49107	Hydrophiidae	Aipysurus	laevis	39125007	1	AD	Passing			
DM-BV-10	43	Left_MAH03142.MP4	26646	Right_MAH00062.MP4	27147	75.04414	1	58.11556	54.98960	456.57454	-3389.35455	1.65906	2.79299	16.81601	0.89518	3420.41057	7.60357	Cheloniidae	Chelonia	mydas	39020002	1	AD	Passing			
DM-BV-11	0	Left_MAH00431.MP4	31228	Right_MAH00632.MP4	29305	8.68312		-1.00000	10.33495	-76.44391	-1051.57006	0.53873	0.53376	1.73659	0.96476	1054.39559	4.53704								Sync		
DM-BV-11	17	Left_MAH00432.MP4	21234	Right_MAH00633.MP4	19311	28.46065	1	17.13545	-239.37356	-318.66079	-1537.25790	0.92007	1.03508	3.61898	0.27753	1588.08257	14.81140	Elapidae	Hydrophis	ocellatus	39125028	1	AD	Passing			
DM-BV-12	0	Left_MAH00463.MP4	41531	Right_MAH00970.MP4	44142	11.54793		-1.00000	1.07289	-139.09669	-1124.83054	0.57897	0.60460	1.98559	4.53739	1133.39878	7.19986								Sync		
DM-BV-12	1	Left_MAH00464.MP4	12237	Right_MAH00971.MP4	14848	25.94231	1	13.00716	-15.64042	-160.95130	-1331.89844	0.67576	0.72748	2.74040	0.13154	1341.67932	7.07210	Scombridae	Scomberomorus	spp		1	AD	Passing			
DM-BV-12	2	Left_MAH00464.MP4	12342	Right_MAH00971.MP4	14953	25.97150	1	13.03636	-13.14946	-160.78136	-1334.96102	0.67706	0.72897	2.75282	0.00861	1344.67262	7.04003	Unknown	Unknown	Unknown	0	1	AD	Passing			
DM-BV-12	23	Left_MAH00465.MP4	2554	Right_MAH00972.MP4	5165	45.78935	1	32.85421	-3.55347	-159.53154	-1333.14093	0.67596	0.72713	2.74686	0.05658	1342.65695	6.97578	Tetraodontidae		spp		1	AD	Passing			
DM-BV-13	0	Left_MAH00427.MP4	5242	Right_MAH00434.MP4	4072	1.45757		-1.00000	-32.88153	91.47292	-1344.47787	0.68028	0.69178	2.80250	1.59476	1347.98710	3.75863								sync		
DM-BV-14	0	Left_MAH00432.MP4	50261	Right_MAH00439.MP4	48920	13.97535		-1.00000	8.26898	-112.39787	-1012.02377	0.52175	0.52968	1.62928	0.70947	1018.27980	6.75617								sync		
DM-BV-15	0	L031_MAH03154.MP4	40206	R032_MAH00070.MP4	38281	11.17950		-1.00000	-0.70832	-134.90044	-1078.83880	0.55414	0.57745	1.81345	0.70870	1087.24045	7.21515								sync		
DM-BV-16	0	Left_MAH00441.MP4	75902	Right_MAH00448.MP4	78497	21.10497		-1.00000	13.21013	-161.49491	-1078.85950	0.55400	0.59496	1.83339	1.55450	1090.95964	8.68110								sync		
DM-BV-17	0	Left_MAH00433.MP4	8235	Right_MAH00432.MP4	7333	2.28979		-1.00000	-28.99029	147.49158	-1049.61051	0.54008	0.57350	1.73402	0.22587	1060.31902	7.91766								sync		
DM-BV-19	0	Left_MAH00438.MP4	35493	Right_MAH00445.MP4	37893	9.86903		-1.00000	17.83049	-122.45807	-1135.54831	0.58047	0.59673	2.03315	0.84696	1142.27137	6.61823								Sync		
DM-BV-20	0	Left_MAH00420.MP4	6878	Right_MAH00621.MP4	7925	1.91247		-1.00000	-33.95364	111.01768	-1118.09268	0.57174	0.58735	1.94887	1.17715	1124.10365	5.59944								sync		
DM-BV-20	9	Left_MAH00421.MP4	81013	Right_MAH00623.MP4	1000	45.08254	1	24.84093	452.40856	-92.43088	-1136.54165	0.89754	0.57737	1.97015	3.03983	1226.76155	22.18231	Carangidae	Turrum	caeruleopinnatum	37337021	1	AD	Passing			
DM-BV-21	0	Left_MAH00444.MP4	33947	Right_MAH00443.MP4	35633	9.43915		-1.00000	10.58074	-115.57119	-1055.01287	0.54262	0.55415	1.75877	3.80564	1061.37685	6.51329								Sync		
DM-BV-21	29	Left_MAH00446.MP4	11065	Right_MAH00445.MP4	12811	48.17257	1	36.25038	11.70406	-120.28528	-1157.94785	0.59118	0.60835	2.10279	0.58504	1164.23741	6.19401	SUS	SUS	SUS	2	1	AD	Passing			
DM-BV-22	0	Left_MAH00356.MP4	23617	Right_MAH07776.MP4	24656	6.56684		-1.00000	-56.95212	-156.05150	-1182.45277	0.60903	0.64172	2.17544	0.74199	1194.06456	8.33558								sync		
DM-BV-24	0	Left_MAH00453.MP4	49323	Right_MAH00960.MP4	50278	13.71453		-1.00000	-9.82007	-128.13085	-1054.31027	0.54622	0.56202	1.75422	0.40855	1062.11303	7.09913								sync		
DM-BV-24	1	Left_MAH00453.MP4	78879	Right_MAH00960.MP4	79834	21.93274	1	0.91397	1497.57612	-405.49644	-2742.99850	5.63843	2.03676	11.11793	1.50857	3151.38103	29.53309	Clinidae	Heteroclinus	heptaeolus	37416010	1	AD	Passing			
DM-BV-24	2	Left_MAH00453.MP4	78904	Right_MAH00960.MP4	79859	21.93970	1	0.92092	1592.55724	-446.26289	-3175.62158	7.05753	2.51726	14.97687	0.12008	3580.49738	27.55192	Mullidae	Parupeneus	heptacanthus	37355004	1	AD	Passing			
DM-BV-24	32	Left_MAH00454.MP4	19555	Right_MAH00961.MP4	20510	27.99380	1	6.97502	-11.67300	-162.20404	-1423.42805	0.71820	0.77646	3.11414	0.62899	1432.68762	6.66752	Siganidae	Siganus	fuscescens	37438001	5	AD	Passing			
DM-BV-24	33	Left_MAH00454.MP4	29844	Right_MAH00961.MP4	30799	30.85471	1	9.83594	-8.72663	-164.92086	-1426.15317	0.71937	0.78043	3.12609	0.71596	1435.68378	6.75558	Labridae	Iniistius	spp		1	AD	Passing			
DM-BV-24	41	Left_MAH00454.MP4	40917	Right_MAH00961.MP4	41872	33.93362	1	12.91485	1598.51501	-54.35273	-3004.44020	6.66072	1.45123	13.39022	14.26943	3403.65470	28.03445	Carangidae		spp		1	AD	Passing			
DM-BV-24	44	Left_MAH00454.MP4	56636	Right_MAH00961.MP4	57591	38.30438	1	17.28560	-8.13956	-165.21793	-1428.77475	0.72057	0.78209	3.13724	0.72323	1438.31863	6.75415	Nemipteridae	Pentapodus	porosus	37347007	1	AD	Passing			
DM-BV-24	59	Left_MAH00455.MP4	1276	Right_MAH00962.MP4	2231	45.45041	1	24.43163	4259.49380	-781.25303	-8960.07661	53.51720	10.57497	115.92050	15.57867	9951.71426	25.82272	Unknown	Unknown	Unknown	0	1	AD	Passing			
DM-BV-24	64	Left_MAH00455.MP4	43187	Right_MAH00962.MP4	44142	57.10399	1	36.08522	5.85695	-177.33186	-1497.73993	0.75284	0.83064	3.43762	1.49636	1508.21278	6.90617	Chaetodontidae		spp		1	AD	Passing			
DM-BV-24	67	Left_MAH00455.MP4	77716	Right_MAH00962.MP4	78671	66.70497	1	45.68620	-143.59073	138.86984	-638.71465	0.36083	0.35005	0.64420	0.52208	669.22308	17.26293	Echeneidae	Echeneis	naucrates	37336001	1	AD	Passing			
DM-BV-24	68	Left_MAH00455.MP4	77785	Right_MAH00962.MP4	78740	66.72416	1	45.70538	1708.77226	-519.54057	-3312.97223	7.83612	2.89511	16.19567	0.37778	3763.72289	28.37294	Hydrophiidae	Aipysurus	spp		1	AD	Passing			
DM-BV-25	0	Left_MAH00447.MP4	39963	Right_MAH00454.MP4	38399	11.11193		-1.00000	6.04402	-160.56320	-1135.01933	0.58015	0.62376	2.02043	0.11762	1146.33588	8.19746								Sync		
DM-BV-26	0	Left_MAH00458.MP4	46374	Right_MAH00465.MP4	44473	12.89455		-1.00000																	Sync		
DM-BV-27	3	Left_1.MP4	52099	Right_1.MP4	51289	14.48642	1	2.89595	1515.95935	-239.62501	-2876.78045	5.63057	1.58717	11.43053	8.27897	3260.58563	28.13839	Synodontidae	Saurida	undosquamis	37118001	1	AD	Passing			
DM-BV-27	23	Left_2.MP4	10456	Right_2.MP4	9646	25.44709	1	13.85662	1743.85682	539.65181	-5496.41497	13.31518	5.15114	43.00745	9.06928	5791.61793	18.26900	Cheloniidae	Chelonia	mydas	39020002	1	AD	Passing			
DM-BV-27	27	Left_3.MP4	5544	Right_3.MP4	4734	46.62074	1	35.03027	414.21468	-322.28317	-1575.82037	1.16340	1.05016	3.73835	0.80692	1660.91845	18.64307	Glaucostegidae	Glaucostegus	typus	37027010	1	AD	Passing			
DM-BV-27	43	Left_4.MP4	3410	Right_4.MP4	2600	68.56683	1	56.97636	-731.41462	-268.18049	-3507.23915	3.99801	2.11933	18.29698	7.78572	3592.71688	12.65144	Scombridae	Cybiosarda	elegans	37441008	1	AD	Passing			
DM-BV-27	52	Left_4.MP4	3532	Right_4.MP4	2722	68.60075	1	57.01029	-2132.20477	22.76520	-4351.82712	13.11915	2.10852	27.82603	3.17762	4846.15463	26.10259	Scombridae	Cybiosarda	elegans	37441008	1	AD	Passing			
DM-BV-27	53	Left_4.MP4	3545	Right_4.MP4	2735	68.60437	1	57.01390	-2075.93398	-267.97288	-3885.85323	11.26827	2.30476	22.07634	3.73843	4413.74746	28.35770	Scombridae	Cybiosarda	elegans	37441008	1	AD	Passing			
DM-BV-27	55	Left_4.MP4	3574	Right_4.MP4	2764	68.61243	1	57.02196	-2049.68021	-147.85057	-3662.39711	10.40147	1.86680	19.52097	8.44324	4199.54775	29.32506	Scombridae	Cybiosarda	elegans	37441008	1	AD	Passing			
DM-BV-27	62	Left_4.MP4	3665	Right_4.MP4	2855	68.63774	1	57.04727	-2028.79231	-12.60017	-4183.13876	12.02015	2.00810	25.76508	9.04009	4649.17271	25.87804	Scombridae	Cybiosarda	elegans	37441008	1	AD	Passing			
DM-BV-28	0	Left_MAH00368.MP4	55026	Right_MAH07788.MP4	52946	15.30029		-1.00000																	Sync		
DM-BV-29	0	Left_MAH00338.MP4	19388	Right_MAH00502.MP4	22988	5.39094		-1.00000																	Sync		
DM-BV-30	0	Left_1.MP4	41660	Right_1.MP4	41148	11.58379		-1.00000	-4.49073	-93.46441	-995.19121	0.51379	0.51298	1.57631	5.08752	999.58056	5.77374								Sync		
DM-BV-30	33	Left_2.MP4	71885	Right_2.MP4	71373	42.54445	1	27.87813	-1.13459	36.34349	-5933.05984	2.84354	2.94920	51.98856	6.14925	5933.17126	0.05295	Cheloniidae	Caretta	caretta	39020001	1	AD	Passing			
DM-BV-31	0	Left_MAH00454.MP4	16236	Right_MAH00460.MP4	18102	4.51451		-1.00000	-0.14589	-104.75295	-1004.62255	0.51820	0.52239	1.60565	1.62047	1010.06914	6.35555								SYNC		
DM-BV-32	0	Left_MAH00463.MP4	3215	Right_MAH00470.MP4	1805	0.89395		-1.00000	-112.77558	159.73021	-2311.59253	1.18501	1.25554	8.01475	1.95811	2319.84743	4.68963								SYNC		
DM-BV-32	1	Left_MAH00463.MP4	21777	Right_MAH00470.MP4	20367	6.05522	1	0.11678	1155.64300	446.31728	-1804.76586	2.83707	1.43089	4.72345	1.41293	2189.03853	34.40239	Carangidae		spp		1	AD	Passing			
DM-BV-32	12	Left_MAH00464.MP4	2390	Right_MAH00471.MP4	1040	23.22098	1	17.28254	627.29035	587.85835	-2557.70025	2.57922	2.57914	9.89321	0.03207	2698.31450	18.45633	Carangidae	Scomberoides	commersonnianus	37337032	1	AD	Passing			
DM-BV-32	17	Left_MAH00464.MP4	11750	Right_MAH00471.MP4	10400	25.82358	1	19.88514	576.65383	-20.09382	-4526.34771	4.32858	2.18187	30.38402	2.60472	4562.97677	7.27313	Rhinidae	Rhynchobatus	australiae	37026005	1	AD	Passing			
DM-BV-32	29	Left_MAH00464.MP4	50818	Right_MAH00471.MP4	49468	36.68665	1	30.74822	524.31090	-281.98248	-1803.71648	1.59497	1.16001	5.02489	0.71436	1899.42338	18.35140	Elapidae	Aipysurus	spp		1	AD	Passing			
DM-BV-32	31	Left_MAH00464.MP4	79962	Right_MAH00471.MP4	78612	44.79030	1	38.85187	746.65600	-8.24713	-1252.74029	1.39236	0.61313	2.37823	2.07219	1458.39687	30.79970	Carangidae	Gnathanodon	speciosus	37337012	1	AD	Passing			
DM-BV-32	39	Left_MAH00465.MP4	13821	Right_MAH00472.MP4	12410	48.93861	1	43.00018	1198.16686	-77.22872	-1843.97698	3.04996	0.90708	4.99794	0.12747	2200.41342	33.08098	Labridae	Iniistius	aneitensis	37384176	1	AD	Passing			
DM-BV-33	0	Left_1.MP4	48744	Right_1.MP4	48220	13.55354		-1.00000																	Sync		
DM-BV-34	0	Left_MAH00457.MP4	28420	Right_MAH00456.MP4	27138	7.90234		-1.00000	-19.19477	-61.51274	-1072.92403	0.55135	0.54087	1.81373	6.30640	1074.85731	3.66367								SYNC		
DM-BV-35	0	Left_MAH03166.MP4	48766	Right_MAH00082.MP4	50620	13.55966		-1.00000																	Sync		
DM-BV-36	0	Left_1.MP4	51006	Right_1.MP4	49861	14.18250		-1.00000	-15.42786	-71.63227	-977.35723	0.50612	0.49770	1.51745	7.97880	980.10018	4.51933								Sync		
DM-BV-37	0	Left_1.MP4	42447	Right_1.MP4	43168	11.80262		-1.00000																	Sync		
DM-BV-38	0	Left_MAH00444.MP4	31305	Right_MAH00645.MP4	29956	8.70453		-1.00000																	Sync		
DM-BV-39	0	Left_MAH00448.MP4	42408	Right_MAH00447.MP4	43378	11.79178		-1.00000																	Sync		
DM-BV-40	0	Left_MAH00451.MP4	75539	Right_MAH00458.MP4	74667	21.00404		-1.00000																	Sync		
DM-BV-41	0	Left_MAH00443.MP4	60673	Right_MAH00449.MP4	60130	16.87046		-1.00000																	Sync		
DM-BV-42	0	Left_MAH00439.MP4	49840	Right_MAH00640.MP4	47683	13.85829		-1.00000																	Sync		
DM-BV-43	0	Left_MAH00475.MP4	36360	Right_MAH00982.MP4	34739	10.11010		-1.00000																	Sync		
DM-BV-44	0	Left_MAH00471.MP4	28356	Right_MAH00978.MP4	26688	7.88454		-1.00000																	Sync		
DM-BV-45	0	Left_MAH03162.MP4	27340	Right_MAH00078.MP4	25725	7.60204		-1.00000																	Sync		
DM-BV-46	0	Left_MAH00330.MP4	47745	Right_MAH00494.MP4	46652	13.27576		-1.00000	15.52497	-144.30087	-1194.27544	0.61285	0.65142	2.22236	1.78427	1203.06175	6.70484								Sync		
DM-BV-47	0	Left_MAH00435.MP4	38112	Right_MAH00636.MP4	36791	10.59725		-1.00000																	Sync		
DM-BV-48	0	Left_MAH00364.MP4	35087	Right_MAH07784.MP4	33482	9.75614		-1.00000																	Sync		
DM-BV-49	0	Left_MAH00360.MP4	55276	Right_MAH07780.MP4	54004	15.36980		-1.00000	-62.82295	-143.42469	-1220.91559	0.62998	0.65271	2.31618	0.34392	1230.91520	7.70335								Sync		
DM-BV-50	0	Left_MAH00467.MP4	31624	Right_MAH00974.MP4	30707	8.79323		-1.00000																	Sync		
DM-BV-51	0	Left_MAH00490.MP4	15957	Right_MAH00326.MP4	13623	4.43693		-1.00000	30.83496	-124.52762	-1038.81200	0.54033	0.55796	1.70490	1.41772	1046.70354	6.77419								sync		
DM-BV-52	0	Left_MAH00447.MP4	39391	Right_MAH00453.MP4	36922	10.95289		-1.00000																	Sync		
DM-BV-53	0	Left_MAH00334.MP4	21451	Right_MAH00498.MP4	19928	5.96457		-1.00000																	Sync		
DM-BV-54	0	Left_1.MP4	30533	Right_1.MP4	29783	8.48987		-1.00000																	Sync		
DM-BV-55	0	Left_MAH00452.MP4	48497	Right_MAH00451.MP4	45646	13.48486		-1.00000																	Sync		
DM-BV-56	0	Left_MAH03158.MP4	27475	Right_MAH00074.MP4	26206	7.63958		-1.00000	8.36787	-132.91762	-1041.03023	0.53667	0.55709	1.69334	0.16110	1049.51467	7.41426								Sync		
DM-BV-56	1	Left_MAH03158.MP4	37039	Right_MAH00074.MP4	35770	10.29890	1	0.00000	916.23602	-181.61114	-2601.48680	3.55126	1.43135	10.16947	0.08907	2764.09201	19.77513	Microdesmidae	Ptereleotris	spp		63	AD	Passing	errors in fish (others too far)		
DM-BV-56	27	Left_MAH03159.MP4	5321	Right_MAH00075.MP4	4112	24.03596	1	13.73706	0.69210	-151.80177	-1287.13199	0.65226	0.69636	2.54406	0.12994	1296.05286	6.85050	SUS	SUS	SUS	2	2	AD	Passing			
DM-BV-56	30	Left_MAH03159.MP4	28051	Right_MAH00075.MP4	26842	30.35616	1	20.05726	1.75415	-154.51847	-1292.66532	0.65487	0.70141	2.56532	1.21891	1301.86891	6.94108	Pomacentridae	Chromis	spp		11	AD	Passing			
DM-BV-56	49	Left_MAH03160.MP4	256	Right_MAH00075.MP4	80107	45.16679	1	34.86789	3579.14873	1062.49395	-7203.57530	35.89617	11.52423	74.34621	1.61828	8113.61179	27.36205	Scombridae	Scomberomorus	spp		2	AD	Passing	out of range		
DM-BV-56	56	Left_MAH03161.MP4	3650	Right_MAH00077.MP4	2440	68.64997	1	58.35107	807.06498	-584.36357	-2323.46495	2.82614	2.28039	8.12292	0.21631	2528.10681	23.28494	Elapidae				1	AD	Passing			
DM-BV-57	0	Left_1.MP4	58893	Right_1.MP4	58690	16.37553		-1.00000																	Sync		
DM-BV-58	0	Left_MAH00393.MP4	14666	Right_MAH07813.MP4	16284	4.07796		-1.00000	-74.41904	-121.60293	-1158.53854	0.60189	0.60734	2.09261	2.56506	1167.27761	7.32444								Sync		
DM-BV-58	26	Left_MAH00394.MP4	51646	Right_MAH07814.MP4	53264	36.90020	1	32.27919	-131.99611	-144.64867	-563.92179	0.31586	0.31433	0.51305	0.60251	596.95393	19.41656	Nemipteridae	Pentapodus	porosus	37347007	1	AD	Passing			
DM-BV-58	29	Left_MAH00394.MP4	51686	Right_MAH07814.MP4	53304	36.91132	1	32.29031	-62.82309	-183.41462	-1564.44899	0.79325	0.86592	3.73158	0.82912	1576.41628	7.40540	Nemipteridae	Pentapodus	porosus	37347007	1	AD	Passing			
DM-BV-59	0	Left_1.MP4	33438	Right_1.MP4	31409	9.29762		-1.00000	19.16690	16.64573	-1126.11468	0.57373	0.55788	1.97743	2.28706	1126.40078	1.11845								SYNC		
DM-BV-60	0	Left_MAH00363.MP4	7517	Right_MAH00527.MP4	6083	2.09014		-1.00000	-5.80789	-119.32994	-1177.57170	0.60291	0.62386	2.15796	0.41047	1183.61670	5.59956								Sync		
DM-BV-60	3	Left_MAH00363.MP4	44788	Right_MAH00527.MP4	43354	12.45355	1	9.56984	1524.44145	-431.72528	-3077.81691	6.26952	2.37495	13.38719	3.47452	3461.68534	27.18623	Sillaginidae	Sillago	robusta	37330005	1	AD	Passing			
DM-BV-60	6	Left_MAH00363.MP4	51250	Right_MAH00527.MP4	49816	14.25035	1	11.36663	23.33931	-353.21660	-1234.48266	0.63074	0.89932	2.36100	0.28027	1284.23290	15.80679	Elapidae	Aipysurus	tenuis	39125008	1	AD	Passing			
DM-BV-60	31	Left_MAH00365.MP4	18160	Right_MAH00529.MP4	16726	50.14509	1	47.26138	-1132.34289	-418.05247	-5182.19676	8.61329	4.12037	39.34397	13.32830	5320.91454	13.04580	Unknown	Unknown	Unknown	0	1	AD	Passing			
DM-BV-61	0	Left_MAH00358.MP4	57750	Right_MAH00522.MP4	56645	16.05771		-1.00000	-42.94474	-107.68365	-1265.91930	0.64783	0.66161	2.48076	3.71416	1271.21662	5.05294								Sync		
DM-BV-61	2	Left_MAH00358.MP4	66667	Right_MAH00522.MP4	65562	18.53713	1	0.32644	-321.30041	-80.01720	-2369.18113	1.55944	1.19229	8.40176	0.20495	2392.20734	7.91145	Labridae	Labroides	pectoralis	37384131	1	AD	Passing			
DM-BV-61	36	Left_MAH00358.MP4	74998	Right_MAH00522.MP4	73893	20.85361	1	2.64292	46.31227	-168.25716	-1459.43594	0.74087	0.81088	3.25944	1.37612	1469.83283	6.63218	Pomacentridae	Chromis	spp		36	AD	Passing			
DM-BV-61	37	Left_MAH00358.MP4	74999	Right_MAH00522.MP4	73894	20.85389	1	2.64320	-861.49296	237.12556	-1548.21658	1.86736	0.90340	3.53599	0.25806	1787.56069	30.04276	Pomacentridae	Chromis	spp		1	AD	Passing			
DM-BV-61	38	Left_MAH00358.MP4	74999	Right_MAH00522.MP4	73894	20.85389	1	2.64320	-830.89133	334.83553	-1822.46343	2.19753	1.23681	4.98103	0.93796	2030.73095	26.24917	Pomacentridae	Chromis	spp		1	AD	Passing			
