Dot Point Measurements

Generated: Friday 13 October 2023 15:43:43

Filename	Frame	Time (mins)	Image row	Image col	Date	Location	Site #	Transect #	Latitude	Longitude	Rugosity	Depth	Collector	Fishing status	Spare	Spare									Radius %
12_1_DSC04997.JPG	      0		139	960																					46.5
12_1_DSC04997.JPG	      0		406	960																					15.5
12_1_DSC04997.JPG	      0		674	960													Relief	High	High (>3m)	3			82003006		15.5
12_1_DSC04997.JPG	      0		941	960													Relief	High	High (>3m)	3			82003006		46.5
12_1_DSC04997.JPG	      0		139	1342																					64.2
12_1_DSC04997.JPG	      0		406	1342																					46.9
12_1_DSC04997.JPG	      0		674	1342													Relief	High	High (>3m)	3			82003006		46.9
12_1_DSC04997.JPG	      0		941	1342													Relief	High	High (>3m)	3			82003006		64.2
12_1_DSC04997.JPG	      0		139	1724																					100.0
12_1_DSC04997.JPG	      0		406	1724													Relief	High	High (>3m)	3			82003006		89.9
12_1_DSC04997.JPG	      0		674	1724													Relief	High	High (>3m)	3			82003006		89.9
12_1_DSC04997.JPG	      0		941	1724													Relief	High	High (>3m)	3			82003006		100.0
14_1_DSC05163.JPG	      0		139	196																					100.0
14_1_DSC05163.JPG	      0		406	196																					89.9
14_1_DSC05163.JPG	      0		674	196													Relief	High	High (>3m)	3			82003006		89.9
14_1_DSC05163.JPG	      0		941	196													Relief	Low / moderate	Moderate (1-3m)	2			82003004		100.0
14_1_DSC05163.JPG	      0		139	578																					64.2
14_1_DSC05163.JPG	      0		406	578																					46.9
14_1_DSC05163.JPG	      0		674	578													Relief	High	High (>3m)	3			82003006		46.9
14_1_DSC05163.JPG	      0		941	578													Relief	Low / moderate	Moderate (1-3m)	2			82003004		64.2
14_1_DSC05163.JPG	      0		139	960																					46.5
14_1_DSC05163.JPG	      0		406	960																					15.5
14_1_DSC05163.JPG	      0		674	960													Relief	High	High (>3m)	3			82003006		15.5
14_1_DSC05163.JPG	      0		941	960													Relief	Low / moderate	Moderate (1-3m)	2			82003004		46.5
14_1_DSC05163.JPG	      0		139	1342																					64.2
14_1_DSC05163.JPG	      0		406	1342																					46.9
14_1_DSC05163.JPG	      0		674	1342													Relief	High	High (>3m)	3			82003006		46.9
14_1_DSC05163.JPG	      0		941	1342													Relief	High	High (>3m)	3			82003006		64.2
14_1_DSC05163.JPG	      0		139	1724																					100.0
14_1_DSC05163.JPG	      0		406	1724																					89.9
14_1_DSC05163.JPG	      0		674	1724													Relief	High	High (>3m)	3			82003006		89.9
14_1_DSC05163.JPG	      0		941	1724													Relief	High	High (>3m)	3			82003006		100.0
15_1_DSC05264.JPG	      0		139	196													Relief	High	High (>3m)	3			82003006		100.0
15_1_DSC05264.JPG	      0		406	196													Relief	High	Wall	4			82003007		89.9
15_1_DSC05264.JPG	      0		674	196													Relief	Low / moderate	Moderate (1-3m)	2			82003004		89.9
15_1_DSC05264.JPG	      0		941	196													Relief	Low / moderate	Moderate (1-3m)	2			82003004		100.0
15_1_DSC05264.JPG	      0		139	578													Relief	High	High (>3m)	3			82003006		64.2
15_1_DSC05264.JPG	      0		406	578													Relief	High	High (>3m)	3			82003006		46.9
15_1_DSC05264.JPG	      0		674	578													Relief	Low / moderate	Moderate (1-3m)	2			82003004		46.9
15_1_DSC05264.JPG	      0		941	578													Relief	Low / moderate	Low (<1m)	1			82003003		64.2
15_1_DSC05264.JPG	      0		139	960													Relief	High	High (>3m)	3			82003006		46.5
15_1_DSC05264.JPG	      0		406	960													Relief	High	High (>3m)	3			82003006		15.5
15_1_DSC05264.JPG	      0		674	960													Relief	Low / moderate	Moderate (1-3m)	2			82003004		15.5
15_1_DSC05264.JPG	      0		941	960													Relief	Low / moderate	Low (<1m)	1			82003003		46.5
15_1_DSC05264.JPG	      0		139	1342													Relief	High	High (>3m)	3			82003006		64.2
15_1_DSC05264.JPG	      0		406	1342													Relief	High	High (>3m)	3			82003006		46.9
15_1_DSC05264.JPG	      0		674	1342													Relief	Low / moderate	Moderate (1-3m)	2			82003004		46.9
15_1_DSC05264.JPG	      0		941	1342													Relief	Low / moderate	Low (<1m)	1			82003003		64.2
15_1_DSC05264.JPG	      0		139	1724													Relief	High	High (>3m)	3			82003006		100.0
15_1_DSC05264.JPG	      0		406	1724													Relief	High	High (>3m)	3			82003006		89.9
15_1_DSC05264.JPG	      0		674	1724													Relief	Low / moderate	Moderate (1-3m)	2			82003004		89.9
15_1_DSC05264.JPG	      0		941	1724													Relief	Low / moderate	Low (<1m)	1			82003003		100.0
16_1_DSC05177.JPG	      0		139	196																					100.0
16_1_DSC05177.JPG	      0		406	196													Relief	High	Wall	4			82003007		89.9
16_1_DSC05177.JPG	      0		674	196													Relief	High	Wall	4			82003007		89.9
16_1_DSC05177.JPG	      0		941	196													Relief	High	Wall	4			82003007		100.0
16_1_DSC05177.JPG	      0		139	578																					64.2
16_1_DSC05177.JPG	      0		406	578													Relief	High	Wall	4			82003007		46.9
16_1_DSC05177.JPG	      0		674	578													Relief	High	Wall	4			82003007		46.9
16_1_DSC05177.JPG	      0		941	578													Relief	High	Wall	4			82003007		64.2
16_1_DSC05177.JPG	      0		139	960																					46.5
16_1_DSC05177.JPG	      0		406	960													Relief	High	Wall	4			82003007		15.5
16_1_DSC05177.JPG	      0		674	960													Relief	High	Wall	4			82003007		15.5
16_1_DSC05177.JPG	      0		941	960													Relief	High	Wall	4			82003007		46.5
16_1_DSC05177.JPG	      0		139	1342																					64.2
16_1_DSC05177.JPG	      0		406	1342													Relief	High	Wall	4			82003007		46.9
16_1_DSC05177.JPG	      0		674	1342													Relief	High	Wall	4			82003007		46.9
16_1_DSC05177.JPG	      0		941	1342													Relief	High	Wall	4			82003007		64.2
16_1_DSC05177.JPG	      0		139	1724																					100.0
16_1_DSC05177.JPG	      0		406	1724													Relief	High	Wall	4			82003007		89.9
16_1_DSC05177.JPG	      0		674	1724													Relief	High	Wall	4			82003007		89.9
16_1_DSC05177.JPG	      0		941	1724													Relief	High	Wall	4			82003007		100.0
17_1_DSC03897.JPG	      0		139	196													Relief	Low / moderate	Moderate (1-3m)	2			82003004		98.9
17_1_DSC03897.JPG	      0		406	196													Relief	Low / moderate	Moderate (1-3m)	2			82003004		88.5
17_1_DSC03897.JPG	      0		674	196													Relief	Low / moderate	Moderate (1-3m)	2			82003004		88.2
17_1_DSC03897.JPG	      0		941	196													Relief	Low / moderate	Moderate (1-3m)	2			82003004		98.0
17_1_DSC03897.JPG	      0		139	578													Relief	Low / moderate	Moderate (1-3m)	2			82003004		63.8
17_1_DSC03897.JPG	      0		406	578													Relief	Low / moderate	Moderate (1-3m)	2			82003004		46.2
17_1_DSC03897.JPG	      0		674	578													Relief	High	High (>3m)	3			82003006		45.6
17_1_DSC03897.JPG	      0		941	578													Relief	High	High (>3m)	3			82003006		62.5
17_1_DSC03897.JPG	      0		139	960													Relief	High	Wall	4			82003007		46.9
17_1_DSC03897.JPG	      0		406	960													Relief	High	Wall	4			82003007		16.3
17_1_DSC03897.JPG	      0		674	960													Relief	High	Wall	4			82003007		14.5
17_1_DSC03897.JPG	      0		941	960																					45.1
17_1_DSC03897.JPG	      0		139	1342																					64.7
17_1_DSC03897.JPG	      0		406	1342																					47.3
17_1_DSC03897.JPG	      0		674	1342																					46.8
17_1_DSC03897.JPG	      0		941	1342																					63.4
17_1_DSC03897.JPG	      0		139	1724																					100.0
17_1_DSC03897.JPG	      0		406	1724																					89.8
17_1_DSC03897.JPG	      0		674	1724																					89.5
17_1_DSC03897.JPG	      0		941	1724																					99.2
17_1_DSC03897.JPG	      0		705	845																					22.0
19_1_DSC05320.JPG	      0		139	196																					100.0
19_1_DSC05320.JPG	      0		406	196																					89.9
19_1_DSC05320.JPG	      0		674	196													Relief	High	High (>3m)	3			82003006		89.9
19_1_DSC05320.JPG	      0		941	196													Relief	Low / moderate	Moderate (1-3m)	2			82003004		100.0
19_1_DSC05320.JPG	      0		139	578																					64.2
19_1_DSC05320.JPG	      0		406	578																					46.9
19_1_DSC05320.JPG	      0		674	578													Relief	Low / moderate	Moderate (1-3m)	2			82003004		46.9
19_1_DSC05320.JPG	      0		941	578													Relief	Low / moderate	Moderate (1-3m)	2			82003004		64.2
19_1_DSC05320.JPG	      0		139	960																					46.5
19_1_DSC05320.JPG	      0		406	960																					15.5
19_1_DSC05320.JPG	      0		674	960													Relief	High	High (>3m)	3			82003006		15.5
19_1_DSC05320.JPG	      0		941	960													Relief	Low / moderate	Moderate (1-3m)	2			82003004		46.5
19_1_DSC05320.JPG	      0		139	1342																					64.2
19_1_DSC05320.JPG	      0		406	1342													Relief	High	High (>3m)	3			82003006		46.9
19_1_DSC05320.JPG	      0		674	1342													Relief	Low / moderate	Moderate (1-3m)	2			82003004		46.9
19_1_DSC05320.JPG	      0		941	1342													Relief	Low / moderate	Moderate (1-3m)	2			82003004		64.2
19_1_DSC05320.JPG	      0		139	1724																					100.0
19_1_DSC05320.JPG	      0		406	1724													Relief	High	High (>3m)	3			82003006		89.9
19_1_DSC05320.JPG	      0		674	1724													Relief	High	High (>3m)	3			82003006		89.9
19_1_DSC05320.JPG	      0		941	1724													Relief	Low / moderate	Moderate (1-3m)	2			82003004		100.0
22_1_DSC06657.JPG	      0		139	196																					100.0
22_1_DSC06657.JPG	      0		406	196																					89.9
22_1_DSC06657.JPG	      0		674	196													Relief	High	High (>3m)	3			82003006		89.9
22_1_DSC06657.JPG	      0		941	196													Relief	Low / moderate	Moderate (1-3m)	2			82003004		100.0
22_1_DSC06657.JPG	      0		139	578																					64.2
22_1_DSC06657.JPG	      0		406	578																					46.9
22_1_DSC06657.JPG	      0		674	578													Relief	Low / moderate	Moderate (1-3m)	2			82003004		46.9
22_1_DSC06657.JPG	      0		941	578													Relief	Low / moderate	Moderate (1-3m)	2			82003004		64.2
22_1_DSC06657.JPG	      0		139	960																					46.5
22_1_DSC06657.JPG	      0		406	960																					15.5
22_1_DSC06657.JPG	      0		674	960													Relief	High	High (>3m)	3			82003006		15.5
22_1_DSC06657.JPG	      0		941	960													Relief	Low / moderate	Moderate (1-3m)	2			82003004		46.5
22_1_DSC06657.JPG	      0		139	1342																					64.2
22_1_DSC06657.JPG	      0		406	1342																					46.9
22_1_DSC06657.JPG	      0		674	1342													Relief	High	High (>3m)	3			82003006		46.9
22_1_DSC06657.JPG	      0		941	1342													Relief	Low / moderate	Moderate (1-3m)	2			82003004		64.2
22_1_DSC06657.JPG	      0		139	1724																					100.0
22_1_DSC06657.JPG	      0		406	1724																					89.9
22_1_DSC06657.JPG	      0		674	1724													Relief	High	High (>3m)	3			82003006		89.9
22_1_DSC06657.JPG	      0		941	1724													Relief	Low / moderate	Moderate (1-3m)	2			82003004		100.0
23_1_DSC06546.JPG	      0		139	196																					100.0
23_1_DSC06546.JPG	      0		406	196																					89.9
23_1_DSC06546.JPG	      0		674	196													Relief	High	Wall	4			82003007		89.9
23_1_DSC06546.JPG	      0		941	196													Relief	High	Wall	4			82003007		100.0
23_1_DSC06546.JPG	      0		139	578																					64.2
23_1_DSC06546.JPG	      0		406	578																					46.9
23_1_DSC06546.JPG	      0		674	578													Relief	High	Wall	4			82003007		46.9
23_1_DSC06546.JPG	      0		941	578													Relief	High	Wall	4			82003007		64.2
23_1_DSC06546.JPG	      0		139	960																					46.5
23_1_DSC06546.JPG	      0		406	960													Relief	High	Wall	4			82003007		15.5
23_1_DSC06546.JPG	      0		674	960													Relief	High	Wall	4			82003007		15.5
23_1_DSC06546.JPG	      0		941	960													Relief	Low / moderate	Moderate (1-3m)	2			82003004		46.5
23_1_DSC06546.JPG	      0		139	1342																					64.2
23_1_DSC06546.JPG	      0		406	1342													Relief	High	Wall	4			82003007		46.9
23_1_DSC06546.JPG	      0		674	1342													Relief	Low / moderate	Moderate (1-3m)	2			82003004		46.9
23_1_DSC06546.JPG	      0		941	1342													Relief	Low / moderate	Moderate (1-3m)	2			82003004		64.2
23_1_DSC06546.JPG	      0		139	1724																					100.0
23_1_DSC06546.JPG	      0		406	1724													Relief	High	Wall	4			82003007		89.9
23_1_DSC06546.JPG	      0		674	1724													Relief	High	Wall	4			82003007		89.9
23_1_DSC06546.JPG	      0		941	1724													Relief	Low / moderate	Moderate (1-3m)	2			82003004		100.0
24_1_DSC06409.JPG	      0		139	196																					100.0
24_1_DSC06409.JPG	      0		406	196													Relief	High	Wall	4			82003007		89.9
24_1_DSC06409.JPG	      0		674	196													Relief	High	Wall	4			82003007		89.9
24_1_DSC06409.JPG	      0		941	196													Relief	High	Wall	4			82003007		100.0
24_1_DSC06409.JPG	      0		139	578																					64.2
24_1_DSC06409.JPG	      0		406	578													Relief	High	Wall	4			82003007		46.9
24_1_DSC06409.JPG	      0		674	578													Relief	High	Wall	4			82003007		46.9
24_1_DSC06409.JPG	      0		941	578													Relief	High	Wall	4			82003007		64.2
24_1_DSC06409.JPG	      0		139	960																					46.5
24_1_DSC06409.JPG	      0		406	960													Relief	High	Wall	4			82003007		15.5
24_1_DSC06409.JPG	      0		674	960													Relief	High	High (>3m)	3			82003006		15.5
24_1_DSC06409.JPG	      0		941	960													Relief	High	High (>3m)	3			82003006		46.5
24_1_DSC06409.JPG	      0		139	1342																					64.2
24_1_DSC06409.JPG	      0		406	1342													Relief	High	Wall	4			82003007		46.9
24_1_DSC06409.JPG	      0		674	1342													Relief	High	High (>3m)	3			82003006		46.9
24_1_DSC06409.JPG	      0		941	1342													Relief	High	High (>3m)	3			82003006		64.2
24_1_DSC06409.JPG	      0		139	1724																					100.0
24_1_DSC06409.JPG	      0		406	1724													Relief	High	Wall	4			82003007		89.9
24_1_DSC06409.JPG	      0		674	1724													Relief	High	High (>3m)	3			82003006		89.9
24_1_DSC06409.JPG	      0		941	1724													Relief	High	High (>3m)	3			82003006		100.0
26_1_DSC04856.JPG	      0		139	196																					100.0
26_1_DSC04856.JPG	      0		406	196													Relief	High	Wall	4			82003007		89.9
26_1_DSC04856.JPG	      0		674	196													Relief	High	Wall	4			82003007		89.9
26_1_DSC04856.JPG	      0		941	196													Relief	High	Wall	4			82003007		100.0
26_1_DSC04856.JPG	      0		139	578																					64.2
26_1_DSC04856.JPG	      0		406	578													Relief	High	Wall	4			82003007		46.9
26_1_DSC04856.JPG	      0		674	578													Relief	High	Wall	4			82003007		46.9
26_1_DSC04856.JPG	      0		941	578													Relief	High	Wall	4			82003007		64.2
26_1_DSC04856.JPG	      0		139	960																					46.5
26_1_DSC04856.JPG	      0		406	960													Relief	High	Wall	4			82003007		15.5
26_1_DSC04856.JPG	      0		674	960													Relief	High	Wall	4			82003007		15.5
26_1_DSC04856.JPG	      0		941	960													Relief	High	Wall	4			82003007		46.5
26_1_DSC04856.JPG	      0		139	1342																					64.2
26_1_DSC04856.JPG	      0		406	1342													Relief	High	Wall	4			82003007		46.9
26_1_DSC04856.JPG	      0		674	1342													Relief	High	Wall	4			82003007		46.9
26_1_DSC04856.JPG	      0		941	1342													Relief	High	Wall	4			82003007		64.2
26_1_DSC04856.JPG	      0		139	1724													Relief	High	Wall	4			82003007		100.0
26_1_DSC04856.JPG	      0		406	1724													Relief	High	Wall	4			82003007		89.9
26_1_DSC04856.JPG	      0		674	1724													Relief	High	Wall	4			82003007		89.9
26_1_DSC04856.JPG	      0		941	1724													Relief	High	Wall	4			82003007		100.0
29_1_DSC06256.JPG	      0		139	196																					100.0
29_1_DSC06256.JPG	      0		406	196													Relief	High	Wall	4			82003007		89.9
29_1_DSC06256.JPG	      0		674	196													Relief	High	Wall	4			82003007		89.9
29_1_DSC06256.JPG	      0		941	196													Relief	High	Wall	4			82003007		100.0
29_1_DSC06256.JPG	      0		139	578																					64.2
29_1_DSC06256.JPG	      0		406	578													Relief	High	Wall	4			82003007		46.9
29_1_DSC06256.JPG	      0		674	578													Relief	High	Wall	4			82003007		46.9
29_1_DSC06256.JPG	      0		941	578													Relief	High	Wall	4			82003007		64.2
29_1_DSC06256.JPG	      0		139	960																					46.5
29_1_DSC06256.JPG	      0		406	960													Relief	High	Wall	4			82003007		15.5
29_1_DSC06256.JPG	      0		674	960													Relief	High	Wall	4			82003007		15.5
29_1_DSC06256.JPG	      0		941	960													Relief	High	Wall	4			82003007		46.5
29_1_DSC06256.JPG	      0		139	1342																					64.2
29_1_DSC06256.JPG	      0		406	1342													Relief	High	Wall	4			82003007		46.9
29_1_DSC06256.JPG	      0		674	1342													Relief	High	Wall	4			82003007		46.9
29_1_DSC06256.JPG	      0		941	1342													Relief	High	Wall	4			82003007		64.2
29_1_DSC06256.JPG	      0		139	1724																					100.0
29_1_DSC06256.JPG	      0		406	1724													Relief	High	Wall	4			82003007		89.9
29_1_DSC06256.JPG	      0		674	1724													Relief	High	Wall	4			82003007		89.9
29_1_DSC06256.JPG	      0		941	1724													Relief	High	Wall	4			82003007		100.0
2_1_DSC05703.JPG	      0		139	196																					100.0
2_1_DSC05703.JPG	      0		406	196																					89.9
2_1_DSC05703.JPG	      0		674	196													Relief	High	Wall	4			82003007		89.9
2_1_DSC05703.JPG	      0		941	196													Relief	High	High (>3m)	3			82003006		100.0
2_1_DSC05703.JPG	      0		139	578																					64.2
2_1_DSC05703.JPG	      0		406	578																					46.9
2_1_DSC05703.JPG	      0		674	578													Relief	High	Wall	4			82003007		46.9
2_1_DSC05703.JPG	      0		941	578													Relief	High	High (>3m)	3			82003006		64.2
2_1_DSC05703.JPG	      0		139	960																					46.5
2_1_DSC05703.JPG	      0		406	960																					15.5
2_1_DSC05703.JPG	      0		674	960													Relief	High	Wall	4			82003007		15.5
2_1_DSC05703.JPG	      0		941	960													Relief	High	Wall	4			82003007		46.5
2_1_DSC05703.JPG	      0		139	1342																					64.2
2_1_DSC05703.JPG	      0		406	1342																					46.9
2_1_DSC05703.JPG	      0		674	1342													Relief	High	Wall	4			82003007		46.9
2_1_DSC05703.JPG	      0		941	1342													Relief	High	Wall	4			82003007		64.2
2_1_DSC05703.JPG	      0		139	1724																					100.0
2_1_DSC05703.JPG	      0		406	1724																					89.9
2_1_DSC05703.JPG	      0		674	1724													Relief	High	Wall	4			82003007		89.9
2_1_DSC05703.JPG	      0		941	1724													Relief	High	High (>3m)	3			82003006		100.0
31_1_DSC05970.JPG	      0		139	196																					100.0
31_1_DSC05970.JPG	      0		406	196													Relief	High	High (>3m)	3			82003006		89.9
31_1_DSC05970.JPG	      0		674	196													Relief	High	High (>3m)	3			82003006		89.9
31_1_DSC05970.JPG	      0		941	196													Relief	High	High (>3m)	3			82003006		100.0
31_1_DSC05970.JPG	      0		139	578																					64.2
31_1_DSC05970.JPG	      0		406	578													Relief	High	High (>3m)	3			82003006		46.9
31_1_DSC05970.JPG	      0		674	578													Relief	High	High (>3m)	3			82003006		46.9
31_1_DSC05970.JPG	      0		941	578													Relief	High	High (>3m)	3			82003006		64.2
31_1_DSC05970.JPG	      0		139	960																					46.5
31_1_DSC05970.JPG	      0		406	960													Relief	High	High (>3m)	3			82003006		15.5
31_1_DSC05970.JPG	      0		674	960													Relief	High	High (>3m)	3			82003006		15.5
31_1_DSC05970.JPG	      0		941	960													Relief	Low / moderate	Moderate (1-3m)	2			82003004		46.5
31_1_DSC05970.JPG	      0		139	1342																					64.2
31_1_DSC05970.JPG	      0		406	1342													Relief	High	High (>3m)	3			82003006		46.9
31_1_DSC05970.JPG	      0		674	1342													Relief	High	High (>3m)	3			82003006		46.9
31_1_DSC05970.JPG	      0		941	1342													Relief	Low / moderate	Moderate (1-3m)	2			82003004		64.2
31_1_DSC05970.JPG	      0		139	1724																					100.0
31_1_DSC05970.JPG	      0		406	1724													Relief	High	High (>3m)	3			82003006		89.9
31_1_DSC05970.JPG	      0		674	1724													Relief	High	High (>3m)	3			82003006		89.9
31_1_DSC05970.JPG	      0		941	1724													Relief	High	High (>3m)	3			82003006		100.0
32_1_DSC05031.JPG	      0		139	196																					100.0
32_1_DSC05031.JPG	      0		406	196													Relief	High	High (>3m)	3			82003006		89.9
32_1_DSC05031.JPG	      0		674	196													Relief	Low / moderate	Moderate (1-3m)	2			82003004		89.9
32_1_DSC05031.JPG	      0		941	196													Relief	Low / moderate	Moderate (1-3m)	2			82003004		100.0
32_1_DSC05031.JPG	      0		139	578																					64.2
32_1_DSC05031.JPG	      0		406	578													Relief	High	High (>3m)	3			82003006		46.9
32_1_DSC05031.JPG	      0		674	578													Relief	Low / moderate	Moderate (1-3m)	2			82003004		46.9
32_1_DSC05031.JPG	      0		941	578													Relief	Low / moderate	Moderate (1-3m)	2			82003004		64.2
32_1_DSC05031.JPG	      0		139	960																					46.5
32_1_DSC05031.JPG	      0		406	960													Relief	High	High (>3m)	3			82003006		15.5
32_1_DSC05031.JPG	      0		674	960													Relief	Low / moderate	Moderate (1-3m)	2			82003004		15.5
32_1_DSC05031.JPG	      0		941	960													Relief	Low / moderate	Moderate (1-3m)	2			82003004		46.5
32_1_DSC05031.JPG	      0		139	1342																					64.2
32_1_DSC05031.JPG	      0		406	1342													Relief	High	High (>3m)	3			82003006		46.9
32_1_DSC05031.JPG	      0		674	1342													Relief	Low / moderate	Moderate (1-3m)	2			82003004		46.9
32_1_DSC05031.JPG	      0		941	1342													Relief	Low / moderate	Low (<1m)	1			82003003		64.2
32_1_DSC05031.JPG	      0		139	1724																					100.0
32_1_DSC05031.JPG	      0		406	1724													Relief	Low / moderate	Moderate (1-3m)	2			82003004		89.9
32_1_DSC05031.JPG	      0		674	1724													Relief	Low / moderate	Moderate (1-3m)	2			82003004		89.9
32_1_DSC05031.JPG	      0		941	1724													Relief	Low / moderate	Low (<1m)	1			82003003		100.0
34_1_DSC04607.JPG	      0		139	196																					100.0
34_1_DSC04607.JPG	      0		406	196																					89.9
34_1_DSC04607.JPG	      0		674	196													Relief	Low / moderate	Low (<1m)	1			82003003		89.9
34_1_DSC04607.JPG	      0		941	196													Relief	Low / moderate	Moderate (1-3m)	2			82003004		100.0
34_1_DSC04607.JPG	      0		139	578																					64.2
34_1_DSC04607.JPG	      0		406	578																					46.9
34_1_DSC04607.JPG	      0		674	578													Relief	Low / moderate	Low (<1m)	1			82003003		46.9
34_1_DSC04607.JPG	      0		941	578													Relief	Low / moderate	Moderate (1-3m)	2			82003004		64.2
34_1_DSC04607.JPG	      0		139	960																					46.5
34_1_DSC04607.JPG	      0		406	960																					15.5
34_1_DSC04607.JPG	      0		674	960													Relief	Low / moderate	Low (<1m)	1			82003003		15.5
34_1_DSC04607.JPG	      0		941	960													Relief	High	High (>3m)	3			82003006		46.5
34_1_DSC04607.JPG	      0		139	1342																					64.2
34_1_DSC04607.JPG	      0		406	1342																					46.9
34_1_DSC04607.JPG	      0		674	1342													Relief	High	High (>3m)	3			82003006		46.9
34_1_DSC04607.JPG	      0		941	1342													Relief	High	High (>3m)	3			82003006		64.2
34_1_DSC04607.JPG	      0		139	1724																					100.0
34_1_DSC04607.JPG	      0		406	1724																					89.9
34_1_DSC04607.JPG	      0		674	1724													Relief	High	High (>3m)	3			82003006		89.9
34_1_DSC04607.JPG	      0		941	1724													Relief	High	High (>3m)	3			82003006		100.0
35_1_DSC04359.JPG	      0		139	196													Relief	High	High (>3m)	3			82003006		100.0
35_1_DSC04359.JPG	      0		406	196													Relief	Low / moderate	Low (<1m)	1			82003003		89.9
35_1_DSC04359.JPG	      0		674	196													Relief	Low / moderate	Low (<1m)	1			82003003		89.9
35_1_DSC04359.JPG	      0		941	196													Relief	Low / moderate	Low (<1m)	1			82003003		100.0
35_1_DSC04359.JPG	      0		139	578													Relief	High	High (>3m)	3			82003006		64.2
35_1_DSC04359.JPG	      0		406	578													Relief	High	High (>3m)	3			82003006		46.9
35_1_DSC04359.JPG	      0		674	578													Relief	Low / moderate	Moderate (1-3m)	2			82003004		46.9
35_1_DSC04359.JPG	      0		941	578													Relief	Low / moderate	Moderate (1-3m)	2			82003004		64.2
35_1_DSC04359.JPG	      0		139	960													Relief	High	Wall	4			82003007		46.5
35_1_DSC04359.JPG	      0		406	960													Relief	High	High (>3m)	3			82003006		15.5
35_1_DSC04359.JPG	      0		674	960													Relief	Low / moderate	Low (<1m)	1			82003003		15.5
35_1_DSC04359.JPG	      0		941	960													Relief	Low / moderate	Moderate (1-3m)	2			82003004		46.5
35_1_DSC04359.JPG	      0		139	1342													Relief	High	Wall	4			82003007		64.2
35_1_DSC04359.JPG	      0		406	1342													Relief	High	High (>3m)	3			82003006		46.9
35_1_DSC04359.JPG	      0		674	1342													Relief	Low / moderate	Moderate (1-3m)	2			82003004		46.9
35_1_DSC04359.JPG	      0		941	1342													Relief	Low / moderate	Moderate (1-3m)	2			82003004		64.2
35_1_DSC04359.JPG	      0		139	1724													Relief	High	Wall	4			82003007		100.0
35_1_DSC04359.JPG	      0		406	1724													Relief	High	Wall	4			82003007		89.9
35_1_DSC04359.JPG	      0		674	1724													Relief	High	Wall	4			82003007		89.9
35_1_DSC04359.JPG	      0		941	1724													Relief	High	High (>3m)	3			82003006		100.0
36_1_DSC05165.JPG	      0		139	196																					100.0
36_1_DSC05165.JPG	      0		406	196																					89.9
36_1_DSC05165.JPG	      0		674	196																					89.9
36_1_DSC05165.JPG	      0		941	196													Relief	High	Wall	4			82003007		100.0
36_1_DSC05165.JPG	      0		139	578																					64.2
36_1_DSC05165.JPG	      0		406	578																					46.9
36_1_DSC05165.JPG	      0		674	578																					46.9
36_1_DSC05165.JPG	      0		941	578													Relief	High	Wall	4			82003007		64.2
36_1_DSC05165.JPG	      0		139	960																					46.5
