Sample,Family,Genus,Species,Count,Length,Others,Frame,Time (mins),Length (mm),Precision (mm),RMS (mm),Range (mm),Direction (deg),Horz. Dir. (deg),Vert. Dir. (deg),Mid X (mm),Mid Y (mm),Mid Z (mm),TapeReader,Code,Stage,Comment,Filename,Cameras,CampaignID
WP_001,Cheilodactylidae,Nemadactylus,macropterus,1,364.074,NA,15010,2.9746,364.074,0.912,0.602,1057.8,11.407,1.411,14.327,-142.552,-153.131,-1036.904,Scott Gray,37377003,AD,NA,20210525_WP_001_Rig7_7L (1).MP4,1,2021-05-WilsonsProm-BRUVS
WP_001,Monacanthidae,Thamnaconus,degeni,1,252.569,NA,17604,4.4172,252.569,1.642,2.397,1084.154,11.67,37.763,25.629,-160.473,-149.466,-1061.743,Scott Gray,37465037,AD,NA,20210525_WP_001_Rig7_7L (1).MP4,1,2021-05-WilsonsProm-BRUVS
WP_001,Dinolestidae,Dinolestes,lewini,1,341.642,NA,18474,4.901,341.642,0.792,3.674,899.473,3.679,9.53,9.85,-5.376,-57.463,-897.619,Scott Gray,37327002,AD,NA,20210525_WP_001_Rig7_7L (1).MP4,1,2021-05-WilsonsProm-BRUVS
WP_001,Neosebastidae,Neosebastes,scorpaenoides,1,303.352,NA,31527,12.1599,303.352,2.693,1.865,1354.255,16.02,39.938,5.147,-88.418,-363.139,-1301.66,Scott Gray,37287005,AD,NA,20210525_WP_001_Rig7_7L (1).MP4,1,2021-05-WilsonsProm-BRUVS
WP_001,Labridae,Ophthalmolepis,lineolatus,1,331.795,NA,6057,15.6301,331.795,5.43,3.988,2247.798,11.355,28.031,19.933,-228.674,378.886,-2203.803,Scott Gray,37384040,AD,NA,20210525_WP_001_Rig7_7L (2).MP4,1,2021-05-WilsonsProm-BRUVS
WP_001,Cyttidae,Cyttus,australis,1,151.625,NA,12274,19.0874,151.625,1.348,0.539,1523.846,14.881,6.446,26.986,70.194,385.004,-1472.736,Scott Gray,37264002,AD,NA,20210525_WP_001_Rig7_7L (2).MP4,1,2021-05-WilsonsProm-BRUVS
WP_001,Labridae,Notolabrus,tetricus,1,320.459,NA,13596,19.8226,320.459,1.247,4.357,1242.894,14.377,7.621,20.331,308.549,6.124,-1203.97,Scott Gray,37384003,AD,NA,20210525_WP_001_Rig7_7L (2).MP4,1,2021-05-WilsonsProm-BRUVS
WP_001,Labridae,Notolabrus,tetricus,1,382.513,NA,13596,19.8226,382.513,2.479,10.571,1898.837,16.891,14.386,40.508,192.785,516.945,-1816.916,Scott Gray,37384003,AD,NA,20210525_WP_001_Rig7_7L (2).MP4,1,2021-05-WilsonsProm-BRUVS
WP_001,Labridae,Notolabrus,tetricus,1,290.527,NA,13646,19.8504,290.527,1.164,2.853,1437.007,6.092,0.383,20.756,82.581,-128.213,-1428.891,Scott Gray,37384003,AD,NA,20210525_WP_001_Rig7_7L (2).MP4,1,2021-05-WilsonsProm-BRUVS
WP_001,Labridae,Pseudolabrus,rubicundus,1,158.315,NA,15585,20.9287,158.315,1.531,1.932,1247.13,8.991,19.726,8.416,-147.944,126.871,-1231.807,Scott Gray,37384023,AD,NA,20210525_WP_001_Rig7_7L (2).MP4,1,2021-05-WilsonsProm-BRUVS
WP_001,Labridae,Pseudolabrus,rubicundus,1,163.638,NA,15694,20.9893,163.638,1.352,0.457,1349.453,17.34,12.219,10.251,-193.395,-352.651,-1288.123,Scott Gray,37384023,AD,NA,20210525_WP_001_Rig7_7L (2).MP4,1,2021-05-WilsonsProm-BRUVS
WP_001,Cheilodactylidae,Nemadactylus,douglasii,1,309.328,NA,16503,21.4392,309.328,2.837,4.713,2162.863,6.764,10.21,6.437,-252.78,-31.479,-2147.81,Scott Gray,37377002,AD,NA,20210525_WP_001_Rig7_7L (2).MP4,1,2021-05-WilsonsProm-BRUVS
WP_001,Ostraciidae,Aracana,spp.,1,132.19,NA,1092,30.5033,132.19,3.573,5.448,2203.756,18.497,9.605,8.439,-680.749,-159.434,-2089.905,Scott Gray,NA,AD,NA,20210525_WP_001_Rig7_7L (3).MP4,1,2021-05-WilsonsProm-BRUVS
WP_001,Monacanthidae,Meuschenia,freycineti,1,283.244,NA,20114,41.0816,283.244,1.606,3.746,1472.678,15.393,4.061,14.717,-390.33,21.169,-1419.851,Scott Gray,37465036,AD,NA,20210525_WP_001_Rig7_7L (3).MP4,1,2021-05-WilsonsProm-BRUVS
WP_001,Scyliorhinidae,Cephaloscyllium,laticeps,1,753.946,NA,20820,41.4742,753.946,4.076,13.333,1836.543,6.028,28.545,14.327,-9.501,-192.615,-1826.39,Scott Gray,37015001,AD,NA,20210525_WP_001_Rig7_7L (3).MP4,1,2021-05-WilsonsProm-BRUVS
WP_001,Cheilodactylidae,Cheilodactylus,nigripes,1,333.599,NA,31166,47.2277,333.599,5.785,6.277,2688.022,27.202,16.491,5.469,-1224.815,-98.68,-2390.723,Scott Gray,37377001,AD,NA,20210525_WP_001_Rig7_7L (3).MP4,1,2021-05-WilsonsProm-BRUVS
WP_001,Monacanthidae,Eubalichthys,gunnii,1,312.031,NA,7085,51.4703,312.031,2.43,4.22,1445.746,13.845,28.404,17.019,-345.958,-2.345,-1403.741,Scott Gray,37465034,AD,NA,20210525_WP_001_Rig7_7L (4).MP4,1,2021-05-WilsonsProm-BRUVS
WP_001,Labridae,Pictilabrus,laticlavius,1,251.08,NA,7588,51.75,251.08,3.448,2.551,1752.626,25.285,37.701,15.99,-674.02,-325.718,-1584.709,Scott Gray,37384020,AD,NA,20210525_WP_001_Rig7_7L (4).MP4,1,2021-05-WilsonsProm-BRUVS
WP_001,Monacanthidae,Meuschenia,scaber,1,211.693,NA,20231,58.7809,211.693,4.774,4.582,2008.858,18.509,33.064,10.764,564.698,296.337,-1904.944,Scott Gray,37465005,AD,NA,20210525_WP_001_Rig7_7L (4).MP4,1,2021-05-WilsonsProm-BRUVS
WP_001,Monacanthidae,Meuschenia,scaber,1,189.681,NA,20231,58.7809,189.681,2.397,5.749,1735.341,17.646,10.684,6.064,-521.438,69.496,-1653.687,Scott Gray,37465005,AD,NA,20210525_WP_001_Rig7_7L (4).MP4,1,2021-05-WilsonsProm-BRUVS
WP_001,Monacanthidae,Meuschenia,scaber,1,242.476,NA,20533,58.9489,242.476,1.585,3.844,1458.225,5.85,15.437,35.052,-141.34,-45.966,-1450.631,Scott Gray,37465005,AD,NA,20210525_WP_001_Rig7_7L (4).MP4,1,2021-05-WilsonsProm-BRUVS
WP_002,Rajidae,Spiniraja,whitleyi,1,415.589,NA,30143,12.7327,415.589,3.221,1.963,2525.424,6.892,7.593,0.368,-248.476,-173.475,-2507.177,Scott Gray,37031006,AD,NA,20210523_WP_002_Rig7_7L (1).MP4,2,2021-05-WilsonsProm-BRUVS
WP_002,Trygonorrhinidae,Trygonorrhina,dumerilii,1,584.394,NA,30201,12.765,584.394,3.293,1.164,1952.062,19.849,18.031,2.332,617.811,-240.08,-1836.087,Scott Gray,37027011,AD,NA,20210523_WP_002_Rig7_7L (1).MP4,2,2021-05-WilsonsProm-BRUVS
WP_002,Carangidae,Pseudocaranx,spp.,1,183.843,NA,7229,17.6243,183.843,2.016,1.29,1624.391,16.618,8.673,4.438,442.321,-142,-1556.546,Scott Gray,NA,AD,NA,20210523_WP_002_Rig7_7L (2).MP4,2,2021-05-WilsonsProm-BRUVS
WP_002,Carangidae,Pseudocaranx,spp.,1,197.549,NA,7261,17.6421,197.549,1.794,2.265,1863.648,8.159,2.241,4.758,255.201,-69.513,-1844.783,Scott Gray,NA,AD,NA,20210523_WP_002_Rig7_7L (2).MP4,2,2021-05-WilsonsProm-BRUVS
WP_002,Platycephalidae,Platycephalus,bassensis,1,331.38,NA,9481,18.8766,331.38,1.472,0.54,1484.625,16.537,5.003,0.931,282.77,-314.013,-1423.217,Scott Gray,37296003,AD,NA,20210523_WP_002_Rig7_7L (2).MP4,2,2021-05-WilsonsProm-BRUVS
WP_002,Platycephalidae,Platycephalus,bassensis,1,290.663,NA,9481,18.8766,290.663,4.359,2.317,1683.081,16.277,44.652,9.362,366.012,-297.626,-1615.616,Scott Gray,37296003,AD,NA,20210523_WP_002_Rig7_7L (2).MP4,2,2021-05-WilsonsProm-BRUVS
WP_002,Platycephalidae,Platycephalus,bassensis,1,356.848,NA,9481,18.8766,356.848,2.641,1.199,1412.07,17.522,35.311,5.794,-277.658,-321.951,-1346.549,Scott Gray,37296003,AD,NA,20210523_WP_002_Rig7_7L (2).MP4,2,2021-05-WilsonsProm-BRUVS
WP_002,Platycephalidae,Platycephalus,bassensis,1,286.831,NA,9635,18.9623,286.831,1.954,0.83,1537.735,18.232,14.184,7.245,-394.699,-275.093,-1460.536,Scott Gray,37296003,AD,NA,20210523_WP_002_Rig7_7L (2).MP4,2,2021-05-WilsonsProm-BRUVS
WP_002,Gerreidae,Parequula,melbournensis,1,124.843,NA,26358,28.2621,124.843,1.572,1.19,1106.149,20.005,35.014,8.941,280.115,-254.424,-1039.408,Scott Gray,37349001,AD,NA,20210523_WP_002_Rig7_7L (2).MP4,2,2021-05-WilsonsProm-BRUVS
WP_002,Platycephalidae,Platycephalus,grandispinis,1,210.203,NA,5855,34.4945,210.203,1.639,0.379,1310.415,22.529,20.821,6.346,-378.448,-329.965,-1210.408,Scott Gray,37296036,AD,NA,20210523_WP_002_Rig7_7L (3).MP4,2,2021-05-WilsonsProm-BRUVS
WP_002,Neosebastidae,Neosebastes,scorpaenoides,1,286.131,NA,27866,46.735,286.131,2.351,5.914,2749.991,2.764,2.04,13.767,98.042,-89.275,-2746.792,Scott Gray,37287005,AD,NA,20210523_WP_002_Rig7_7L (3).MP4,2,2021-05-WilsonsProm-BRUVS
WP_003,Scyliorhinidae,Cephaloscyllium,laticeps,1,719.882,NA,21626,9.1102,719.882,2.431,1.881,1478.861,14.169,25.289,11.752,296.827,-207.225,-1433.869,Scott Gray,37015001,AD,Some jellyfish,20210523_WP_003_Rig4_4L (1).MP4,3,2021-05-WilsonsProm-BRUVS
WP_003,Pinguipedidae,Parapercis,ramsayi,1,143.306,NA,695,15.1045,143.306,2.546,1.801,1513.285,21.656,29.19,4.465,443.757,-339.025,-1406.476,Scott Gray,37390002,AD,Some jellyfish,20210523_WP_003_Rig4_4L (2).MP4,3,2021-05-WilsonsProm-BRUVS
WP_003,Moridae,Pseudophycis,spp.,1,414.251,NA,14714,22.9007,414.251,2.939,6.404,1575.32,13.314,31.058,20.817,-347.049,-105.695,-1532.977,Scott Gray,NA,AD,Some jellyfish,20210523_WP_003_Rig4_4L (2).MP4,3,2021-05-WilsonsProm-BRUVS
WP_003,Mullidae,Upeneichthys,vlamingii,1,230.544,NA,29468,31.1055,230.544,2.149,4.126,1629.436,19.801,12.413,4.194,470.183,-289.157,-1533.094,Scott Gray,37355029,AD,Some jellyfish,20210523_WP_003_Rig4_4L (2).MP4,3,2021-05-WilsonsProm-BRUVS
WP_003,Urolophidae,Urolophus,cruciatus,1,274.287,NA,12362,39.227,274.287,3.844,1.913,2087.903,7.904,19.372,0.775,200.157,-205.823,-2068.069,Scott Gray,37038002,AD,Some jellyfish,20210523_WP_003_Rig4_4L (3).MP4,3,2021-05-WilsonsProm-BRUVS
WP_003,Neosebastidae,Neosebastes,scorpaenoides,1,303.803,NA,15773,41.1239,303.803,1.615,2.943,1942.334,5.175,2.377,10.443,26.814,-173.123,-1934.417,Scott Gray,37287005,AD,Some jellyfish,20210523_WP_003_Rig4_4L (3).MP4,3,2021-05-WilsonsProm-BRUVS
WP_003,Platycephalidae,Platycephalus,bassensis,1,397.551,NA,18104,42.4202,397.551,3.849,3.968,1973.758,23,26.34,5.874,-730.925,-246.005,-1816.852,Scott Gray,37296003,AD,Some jellyfish,20210523_WP_003_Rig4_4L (3).MP4,3,2021-05-WilsonsProm-BRUVS
WP_003,Parascylliidae,Parascyllium,ferrugineum,1,664.093,NA,24556,46.0082,664.093,2.56,2.952,2299.176,6.868,0.928,2.496,186.77,-201.762,-2282.679,Scott Gray,37013005,AD,Some jellyfish,20210523_WP_003_Rig4_4L (3).MP4,3,2021-05-WilsonsProm-BRUVS
WP_003,Gerreidae,Parequula,melbournensis,1,148.155,NA,26418,47.0437,148.155,3.04,5.828,1473.843,16.741,40.391,17.186,376.398,-196.346,-1411.378,Scott Gray,37349001,AD,Some jellyfish,20210523_WP_003_Rig4_4L (3).MP4,3,2021-05-WilsonsProm-BRUVS
WP_003,Gerreidae,Parequula,melbournensis,1,124.543,NA,26418,47.0437,124.543,2.037,8.182,1516.706,21.694,15.469,17.344,532.393,-175.78,-1409.275,Scott Gray,37349001,AD,Some jellyfish,20210523_WP_003_Rig4_4L (3).MP4,3,2021-05-WilsonsProm-BRUVS
WP_003,Monacanthidae,Thamnaconus,degeni,1,208.896,NA,28585,48.2488,208.896,0.871,1.331,1069.128,9.871,7.997,35.487,25.465,-181.508,-1053.3,Scott Gray,37465037,AD,Some jellyfish,20210523_WP_003_Rig4_4L (3).MP4,3,2021-05-WilsonsProm-BRUVS
WP_003,Monacanthidae,Thamnaconus,degeni,1,210.932,NA,30606,49.3727,210.932,0.702,5.317,811.325,20.098,19.984,9.917,122.105,-250.634,-761.919,Scott Gray,37465037,AD,Some jellyfish,20210523_WP_003_Rig4_4L (3).MP4,3,2021-05-WilsonsProm-BRUVS
WP_003,Serranidae,Caesioperca,spp.,1,158.571,NA,2100,51.1544,158.571,0.47,1.6,640.193,7.359,11.191,3.683,-26.707,-77.533,-634.919,Scott Gray,NA,AD,Some jellyfish,20210523_WP_003_Rig4_4L (4).MP4,3,2021-05-WilsonsProm-BRUVS
WP_003,Triakidae,Mustelus,antarcticus,1,892.285,NA,8810,54.8859,892.285,3.097,2.494,1536.066,10.086,29.77,6.483,261.526,-63.013,-1512.327,Scott Gray,37017001,AD,Some jellyfish,20210523_WP_003_Rig4_4L (4).MP4,3,2021-05-WilsonsProm-BRUVS
WP_003,Triakidae,Mustelus,antarcticus,1,1058.781,NA,8885,54.9277,1058.781,3.041,7.974,2049.824,13.31,9.212,11.195,459.468,-107.652,-1994.763,Scott Gray,37017001,AD,Some jellyfish,20210523_WP_003_Rig4_4L (4).MP4,3,2021-05-WilsonsProm-BRUVS
WP_005,Monacanthidae,Thamnaconus,degeni,1,219.493,NA,23782,9.599,219.493,1.285,2.971,1086.549,11.175,21.855,5.058,140.506,-156.848,-1065.948,Scott Gray,37465037,AD,NA,20210523_WP_005_Rig5_5L (1).MP4,5,2021-05-WilsonsProm-BRUVS
WP_005,Neosebastidae,Neosebastes,scorpaenoides,1,284.417,NA,29484,12.77,284.417,4.834,9.493,1980.696,1.448,29.207,5.034,-11.229,-48.79,-1980.064,Scott Gray,37287005,AD,NA,20210523_WP_005_Rig5_5L (1).MP4,5,2021-05-WilsonsProm-BRUVS
WP_005,Pinguipedidae,Parapercis,ramsayi,1,111.262,NA,4352,16.4281,111.262,1.808,1.254,1288.05,19.37,26.427,8.679,305.53,-298.591,-1215.141,Scott Gray,37390002,AD,NA,20210523_WP_005_Rig5_5L (2).MP4,5,2021-05-WilsonsProm-BRUVS
WP_005,Gerreidae,Parequula,melbournensis,1,129.845,NA,7715,18.2983,129.845,0.743,2.36,933.443,12.677,11.181,2.86,-18.423,-204.019,-910.688,Scott Gray,37349001,AD,NA,20210523_WP_005_Rig5_5L (2).MP4,5,2021-05-WilsonsProm-BRUVS
WP_005,Parascylliidae,Parascyllium,ferrugineum,1,615.767,NA,11451,20.3759,615.767,9.4,3.991,2538.077,11.888,39.17,7.717,-512.891,-101.605,-2483.637,Scott Gray,37013005,AD,NA,20210523_WP_005_Rig5_5L (2).MP4,5,2021-05-WilsonsProm-BRUVS
WP_005,Carangidae,Pseudocaranx,spp.,1,117.011,NA,28414,29.8092,117.011,1.21,1.22,1172.998,22.741,5.524,0.672,390.744,-230.073,-1081.809,Scott Gray,NA,AD,NA,20210523_WP_005_Rig5_5L (2).MP4,5,2021-05-WilsonsProm-BRUVS
WP_005,Carangidae,Pseudocaranx,spp.,1,140.465,NA,28505,29.8598,140.465,1.13,2.405,891.961,10.539,34.333,9.916,50.344,-155.174,-876.915,Scott Gray,NA,AD,NA,20210523_WP_005_Rig5_5L (2).MP4,5,2021-05-WilsonsProm-BRUVS
WP_005,Carangidae,Pseudocaranx,spp.,1,149.669,NA,28556,29.8882,149.669,1.652,2.611,1077.186,19.817,40.532,3.251,280.193,-234.197,-1013.397,Scott Gray,NA,AD,NA,20210523_WP_005_Rig5_5L (2).MP4,5,2021-05-WilsonsProm-BRUVS
WP_005,Carangidae,Trachurus,novaezelandiae,1,168.743,NA,5665,34.7925,168.743,0.703,5.392,820.789,14.831,15.22,2.685,-126.138,168.022,-793.443,Scott Gray,37337003,AD,NA,20210523_WP_005_Rig5_5L (3).MP4,5,2021-05-WilsonsProm-BRUVS
WP_005,Carangidae,Trachurus,novaezelandiae,1,135.459,NA,5665,34.7925,135.459,0.712,4.571,866.768,17.879,11.847,3.839,-149.704,219.996,-824.91,Scott Gray,37337003,AD,NA,20210523_WP_005_Rig5_5L (3).MP4,5,2021-05-WilsonsProm-BRUVS
WP_005,Carangidae,Trachurus,novaezelandiae,1,157.663,NA,5665,34.7925,157.663,0.487,1.807,684.765,14.677,10.955,5.313,35.408,169.842,-662.422,Scott Gray,37337003,AD,NA,20210523_WP_005_Rig5_5L (3).MP4,5,2021-05-WilsonsProm-BRUVS
WP_005,Carangidae,Trachurus,novaezelandiae,1,122.5,NA,5665,34.7925,122.5,0.988,3.863,963.008,20.052,14.822,0.629,305.684,124.835,-904.632,Scott Gray,37337003,AD,NA,20210523_WP_005_Rig5_5L (3).MP4,5,2021-05-WilsonsProm-BRUVS
WP_005,Carangidae,Trachurus,novaezelandiae,1,159.959,NA,5678,34.7998,159.959,0.687,2.67,793.225,13.862,18.26,6.009,95.18,164.484,-770.125,Scott Gray,37337003,AD,NA,20210523_WP_005_Rig5_5L (3).MP4,5,2021-05-WilsonsProm-BRUVS
WP_005,Carangidae,Trachurus,novaezelandiae,1,166.115,NA,5716,34.8209,166.115,0.641,1.935,819.566,4.684,7.39,11.385,-66.896,-2.16,-816.828,Scott Gray,37337003,AD,NA,20210523_WP_005_Rig5_5L (3).MP4,5,2021-05-WilsonsProm-BRUVS
WP_005,Tetraodontidae,Contusus,brevicaudus,1,176.091,NA,18714,42.0492,176.091,2.93,0.385,1848.173,18.63,14.395,1.239,590.345,9.131,-1751.329,Scott Gray,37467044,AD,NA,20210523_WP_005_Rig5_5L (3).MP4,5,2021-05-WilsonsProm-BRUVS
WP_005,Triakidae,Mustelus,antarcticus,1,1198.631,NA,20998,43.3194,1198.631,2.834,3.078,1622.509,4.124,19.366,5.596,-64.314,-97.344,-1618.309,Scott Gray,37017001,AD,NA,20210523_WP_005_Rig5_5L (3).MP4,5,2021-05-WilsonsProm-BRUVS
WP_005,Platycephalidae,Platycephalus,bassensis,1,308.072,NA,12016,55.9587,308.072,2.836,1.707,1768.26,19.342,18.307,2.012,539.408,-228.086,-1668.46,Scott Gray,37296003,AD,NA,20210523_WP_005_Rig5_5L (4).MP4,5,2021-05-WilsonsProm-BRUVS
WP_005,Platycephalidae,Platycephalus,bassensis,1,294.51,NA,12016,55.9587,294.51,1.528,1.442,1559.871,13.289,4.23,2.897,257.853,-249.156,-1518.101,Scott Gray,37296003,AD,NA,20210523_WP_005_Rig5_5L (4).MP4,5,2021-05-WilsonsProm-BRUVS
WP_005,Platycephalidae,Platycephalus,bassensis,1,428.795,NA,12016,55.9587,428.795,2.878,15.719,1317.817,15.212,44.865,1.459,220.252,-266.562,-1271.642,Scott Gray,37296003,AD,NA,20210523_WP_005_Rig5_5L (4).MP4,5,2021-05-WilsonsProm-BRUVS
WP_012,Triakidae,Mustelus,antarcticus,1,1468.79,NA,9747,1.5477,1468.79,5.566,3.107,2811.282,10.186,6.653,1.646,481.415,124.124,-2766.973,Scott Gray,37017001,AD,NA,20210521_WP_012_Rig3_3L (1).MP4,12,2021-05-WilsonsProm-BRUVS
WP_012,Gerreidae,Parequula,melbournensis,1,187.614,NA,17050,5.6089,187.614,0.471,1.94,598.6,14.281,26.412,1.007,-24.345,-145.644,-580.101,Scott Gray,37349001,AD,NA,20210521_WP_012_Rig3_3L (1).MP4,12,2021-05-WilsonsProm-BRUVS
WP_012,Moridae,Pseudophycis,spp.,1,399.714,NA,19415,6.9241,399.714,1.027,3.29,1055.835,8.637,15.797,31.859,-145.603,-62.792,-1043.861,Scott Gray,NA,AD,NA,20210521_WP_012_Rig3_3L (1).MP4,12,2021-05-WilsonsProm-BRUVS
WP_012,Monacanthidae,Meuschenia,scaber,1,215.178,NA,20280,7.4052,215.178,0.679,3.613,823.337,15.907,14.952,39.383,125.346,-187.643,-791.809,Scott Gray,37465005,AD,NA,20210521_WP_012_Rig3_3L (1).MP4,12,2021-05-WilsonsProm-BRUVS
WP_012,Monacanthidae,Meuschenia,scaber,1,181.517,NA,21061,7.8395,181.517,1.37,4.58,1284.289,6.054,14.565,14.977,-125.76,-50.333,-1277.126,Scott Gray,37465005,AD,NA,20210521_WP_012_Rig3_3L (1).MP4,12,2021-05-WilsonsProm-BRUVS
WP_012,Monacanthidae,Meuschenia,scaber,1,173.828,NA,21101,7.8617,173.828,1.591,3.267,1078.564,10.087,37.689,26.991,-174.044,-73.444,-1061.892,Scott Gray,37465005,AD,NA,20210521_WP_012_Rig3_3L (1).MP4,12,2021-05-WilsonsProm-BRUVS
WP_012,Cheilodactylidae,Cheilodactylus,spectabilis,1,476.25,NA,22610,8.7009,476.25,7.685,4.495,2267.103,9.02,38.056,0.683,341.798,-97.533,-2239.066,Scott Gray,37377006,AD,NA,20210521_WP_012_Rig3_3L (1).MP4,12,2021-05-WilsonsProm-BRUVS
WP_012,Scyliorhinidae,Cephaloscyllium,laticeps,1,726.873,NA,2158,14.9616,726.873,1.358,8.009,1275.574,11.669,8.788,25.176,-235.31,-105.787,-1249.211,Scott Gray,37015001,AD,NA,20210521_WP_012_Rig3_3L (2).MP4,12,2021-05-WilsonsProm-BRUVS
WP_012,Cheilodactylidae,Nemadactylus,macropterus,1,244.397,NA,3890,15.9248,244.397,0.863,2.209,856.064,4.677,21.812,11.375,54.09,44.11,-853.214,Scott Gray,37377003,AD,NA,20210521_WP_012_Rig3_3L (2).MP4,12,2021-05-WilsonsProm-BRUVS
WP_012,Cheilodactylidae,Nemadactylus,macropterus,1,301.432,NA,3890,15.9248,301.432,2.258,6.451,1372.445,16.821,30.901,12.732,-396.382,-24.798,-1313.724,Scott Gray,37377003,AD,NA,20210521_WP_012_Rig3_3L (2).MP4,12,2021-05-WilsonsProm-BRUVS
WP_012,Labridae,Pseudolabrus,rubicundus,1,218.477,NA,8460,18.4662,218.477,0.534,2.288,726.8,12.221,2.026,7.036,-62.758,-140.465,-710.331,Scott Gray,37384023,AD,NA,20210521_WP_012_Rig3_3L (2).MP4,12,2021-05-WilsonsProm-BRUVS
WP_012,Labridae,Pseudolabrus,rubicundus,1,170.6,NA,8645,18.5691,170.6,2.786,2.085,1413.519,18.183,41.111,16.149,359.239,-255.934,-1342.937,Scott Gray,37384023,AD,NA,20210521_WP_012_Rig3_3L (2).MP4,12,2021-05-WilsonsProm-BRUVS
WP_012,Labridae,Notolabrus,tetricus,1,247.752,NA,10318,19.4995,247.752,3.277,3.629,1828.909,0.883,22.004,9.39,24.389,-14.123,-1828.692,Scott Gray,37384003,AD,NA,20210521_WP_012_Rig3_3L (2).MP4,12,2021-05-WilsonsProm-BRUVS
WP_012,Labridae,Notolabrus,tetricus,1,397.879,NA,10318,19.4995,397.879,4.626,2.066,2872.443,13.24,0.547,1.086,652.087,-87.08,-2796.092,Scott Gray,37384003,AD,NA,20210521_WP_012_Rig3_3L (2).MP4,12,2021-05-WilsonsProm-BRUVS
WP_012,Labridae,Notolabrus,tetricus,1,337.81,NA,10329,19.5056,337.81,4.642,7.181,2144.708,8.919,23.432,2.567,-289.958,-162.778,-2118.773,Scott Gray,37384003,AD,NA,20210521_WP_012_Rig3_3L (2).MP4,12,2021-05-WilsonsProm-BRUVS
WP_012,Labridae,Notolabrus,tetricus,1,357.937,NA,10358,19.5217,357.937,1.88,1.908,1596.46,8.53,12.773,4.347,-150.457,-182.864,-1578.8,Scott Gray,37384003,AD,NA,20210521_WP_012_Rig3_3L (2).MP4,12,2021-05-WilsonsProm-BRUVS
WP_012,Monacanthidae,Meuschenia,freycineti,1,235.035,NA,11978,20.4226,235.035,1.84,2.087,1188.835,10.568,32.449,16.33,40.774,-214.192,-1168.669,Scott Gray,37465036,AD,NA,20210521_WP_012_Rig3_3L (2).MP4,12,2021-05-WilsonsProm-BRUVS
