FAMILY	GENUS	SPECIES	CAAB CODE
Orbitestellidae	Microdiscula	subcanaliculata	24226003
Apseudidae	Pugiodactylus	daicovicii	28107018
Pagurapseudidae	Pagurotanais	koonungai	28113006
Cancellariidae	Loxotaphrus	limpusi	24215059
Mangeliidae	Euryentmema	australiana	24218001
Mangeliidae	Eucithara	coronata	24218002
Mangeliidae	Eucithara	lyra	24218006
Horaiclavidae	Epideira	philipineri	24220308
Raphitomidae	Daphnella	aulacoessa	24217038
Mangeliidae	Eucithara	vexillum	24218007
Mangeliidae	Eucithara	capillata	24218020
Mangeliidae	Antiguraleus	serpentis	24218122
Pseudomelatomidae	Leucosyrinx	claviforma	24220325
Borsoniidae	Awateria	crossei	24220127
Mangeliidae	Antiguraleus	tepidus	24218124
Mangeliidae	Apispiralia	albocincta	24218132
Clathurellidae	Lienardia	rosella	24220140
Mangeliidae	Gingicithara	cylindrica	24218137
Mitromorphidae	Mitromorpha	incerta	24219002
Palaemonidae	Macrobrachium	auratum	28756264
Carditidae	Megacardita	depressa	23325040
Cyamiidae	Gaimardia	fosteriana	23320041
Neoleptonidae	Puyseguria	tani	23321024
Epigridae	Epigrus	cylindraceus	24109002
Ophidiasteridae	Ophidiaster	macknighti	25125042
Scyllaridae	Thenus	parindicus	28821007
Cirolanidae	Eurydice	minya	28220012
Maxillipiidae	Maxillipius	rectitelson	28465001
Colomastigidae	Colomastix	japonica	28466006
Propeamussiidae	Cyclopecten	textus	23271021
Bodotriidae	Picrocuma	poecilotum	28091024
Hyalidae	Lelehua	myersi	28478022
Hyalidae	Parhyale	hawaiensis	28478023
Iphimediidae	Iphimedia	kateae	28489010
Cardiidae	Frigidocardium	eos	23335053
Colossendeidae	Colossendeis	arcuata	33014020
Cirolanidae	Kagalana	tonde	28220121
Serolidae	Thysanoserolis	orbicula	28225026
Architectonicidae	Heliacus	asteleformis	24231016
Mitromorphidae	Arielia	cancellata	24219028
Borsoniidae	Awateria	watsoni	24220159
Architectonicidae	Pseudotorinia	colmani	24231031
Volutidae	Amoria	spenceriana	24207099
Volutidae	Cymbiola	baili	24207100
Volutidae	Cymbiola	vespertilio	24207101
Raphitomidae	Exomilus	pentagonalis	24217061
Borsoniidae	Filodrillia	mucronata	24220180
Borsoniidae	Filodrillia	columnaria	24220183
Borsoniidae	Filodrillia	teres	24220186
Callipallenidae	Propallene	ardua	33011045
Volutidae	Amoria	weldensis	24207124
Volutidae	Amoria	lineola	24207125
Volutidae	Nannamoria	ranya	24207128
Raphitomidae	Paramontana	punicea	24217093
Raphitomidae	Kermia	episema	24217096
Clathurellidae	Etrema	alphonsianum	24220195
Clathurellidae	Etrema	paucimaculata	24220203
Raphitomidae	Pseudodaphnella	retellaria	24217105
Clathurellidae	Etrema	elegans	24220210
Marginellidae	Mesoginella	vailei	24210118
Marginellidae	Mesoginella	larochei	24210119
Marginellidae	Mesoginella	ergastula	24210121
Hemiarthridae	Hemiarthrum	setulosum	23122001
Chromodorididae	Glossodoris	hikuerensis	24432040
Nassariidae	Cyllene	rubrolineata	24202216
Volvatellidae	Ascobulla	fischeri	24366004
Iciliidae	Icilius	pulchellus	28544006
Photidae	Latigammaropsis	hermes	28546017
Ampeliscidae	Ampelisca	jiigurru	28525020
Photidae	Virgammaropsis	artemis	28546022
Acteonidae	Pupa	affinis	24302013
Limapontiidae	Placida	dendritica	24383006
Maeridae	Linguimaera	pirloti	28539032
Maeridae	Saurodocus	hobbit	28539040
Pectinidae	Serratovola	pallula	23270060
Retusidae	Retusa	amphizosta	24321001
Maeridae	Quadrimaera	viridis	28539038
Marginellidae	Dentimargo	fusiformis	24210124
Raphitomidae	Veprecula	cooperi	24217120
Marginellidae	Ovaginella	maoria	24210132
Marginellidae	Dentimargo	cairoma	24210133
Mangeliidae	Pseudorhaphitoma	calcata	24218035
Drilliidae	Splendrillia	hermata	24220246
Mangeliidae	Marita	insculpta	24218044
Mangeliidae	Guraleus	flavescens	24218053
Drilliidae	Splendrillia	persica	24220252
Mangeliidae	Guraleus	nanus	24218064
Volutidae	Alcithoe	jaculoides	24207085
Horaiclavidae	Anacithara	phyllidis	24220266
Costellariidae	Vexillum	unifasciale	24213090
Horaiclavidae	Austrodrillia	agrestis	24220278
Horaiclavidae	Austrodrillia	beraudiana	24220279
Horaiclavidae	Austrodrillia	saxea	24220281
Cancellariidae	Zeadmete	finlayi	24215048
Cancellariidae	Sydaphera	delicosa	24215056
Mangeliidae	Neoguraleus	benthicolus	24218087
Mangeliidae	Eucithara	compta	24218089
Pseudomelatomidae	Antimelatoma	buchanani	24220293
Amathinidae	Amathina	tricarinata	24246001
Chromodorididae	Glossodoris	buko	24432041
Chromodorididae	Hypselodoris	bullocki	24432043
Fionidae	Fiona	pinnata	24466001
Conidae	Conus	reductaspiralis	24222105
Condylocardiidae	Carditella	vincentensis	23326078
Donacidae	Donax	cuneatus	23359002
Lysianassidae	Waldeckia	obesa	28405118
Lottiidae	Asteracmea	suteri	24010032
Aplysiidae	Aplysia	juliana	24388005
Goniasteridae	Evoplosoma	augusti	25122041
Platyischnopidae	Tomituka	eumilli	28403006
Lysianassidae	Riwo	mizeui	28405046
Maeridae	Elasmopus	spinicarpus	28539051
Maeridae	Elasmopus	warra	28539052
Asteriidae	Perissasterias	obtusispina	25154028
Pleustidae	Tepidopleustes	acromatius	28460003
Aplysiidae	Aplysia	sowerbyi	24388006
Leucothoidae	Leucothoe	thula	28463032
Leucothoidae	Leucothoe	serrata	28463030
Volutomitridae	Peculator	bacatus	24212007
Crangonidae	Philocheras	plebs	28781035
Ophiuridae	Ophiura	aequalis	25176064
Caprellidae	Aciconula	australiensis	28594023
Caprellidae	Protella	similis	28594027
Callianassidae	Neotrypaea	melissae	28803030
Varunidae	Varuna	litterata	28933014
Upogebiidae	Upogebia	barbata	28805027
Chromodorididae	Diversidoris	sulphurea	24432048
Pyramidellidae	Turbonilla	nodulosa	24245074
Pyramidellidae	Puposyrnola	proletare	24245190
Pyramidellidae	Evalea	electa	24245199
Pyramidellidae	Turbonilla	tasmanica	24245087
Pyramidellidae	Turbonilla	belonis	24245090
Phyllidiidae	Phyllidia	exquisita	24434005
Phyllidiidae	Phyllidiella	cooraburrama	24434013
Phyllidiidae	Phyllidiopsis	pipeki	24434020
Discodorididae	Asteronotus	raripilosa	24435016
Pyramidellidae	Egila	univestis	24245205
Pyramidellidae	Linopyrga	kreffti	24245212
Pyramidellidae	Linopyrga	nugatoria	24245215
Pandoridae	Pandora	aversa	23421001
Nacellidae	Cellana	ornata	24002024
Cuspidariidae	Rhinoclama	tasmanica	23435002
Thraciidae	Thracia	stutchburyi	23410013
Philobryidae	Adacnarca	limopsoides	23232046
Pteriidae	Pteria	broomei	23236041
Glycymerididae	Tucetona	laticostata	23231026
Eoacmaeidae	Eoacmaea	calamus	24009001
Philobryidae	Philobrya	pinctada	23232040
Philobryidae	Lissarca	benthicola	23232050
Siliquariidae	Stephopoma	tricuspe	24080005
Leucosiidae	Parilia	pattersoni	28876085
Maeridae	Elasmopus	hooheno	28539048
Ampithoidae	Cymadusa	tattersalli	28553023
Maeridae	Linguimaera	tias	28539031
Varunidae	Brachynotus	spinosus	28933010
Oziidae	Eupilumnus	laciniatus	28914004
Grapsidae	Geograpsus	stormi	28932003
Crangonidae	Philocheras	angustirostris	28781030
Pyramidellidae	Otopleura	mitralis	24245018
Pyramidellidae	Chrysallida	lucida	24245219
Pyramidellidae	Linopyrga	declivita	24245225
Pyramidellidae	Rissosyrnola	aclis	24245228
Pyramidellidae	Turbonilla	scalariformis	24245119
Pyramidellidae	Eulimella	sericea	24245013
Discodorididae	Sclerodoris	trenberthi	24435031
Discodorididae	Thordisa	sanguinea	24435035
Pyramidellidae	Parthenina	caduca	24245235
Polyceridae	Nembrotha	rosannulata	24424022
Pyramidellidae	Parthenina	proiectura	24245238
Aegiridae	Aegires	citrinus	24426007
Okadaiidae	Vayssierea	felis	24428001
Pyramidellidae	Syrnola	acerrima	24245257
Pyramidellidae	Syrnola	angusta	24245262
Pyramidellidae	Agatha	laevis	24245266
Chromodorididae	Chromodoris	annae	24432026
Pyramidellidae	Turbonilla	vigilia	24245138
Pyramidellidae	Turbonilla	similis	24245146
Pyramidellidae	Turbonilla	obliqua	24245148
Pyramidellidae	Miralda	montuosa	24245281
Pyramidellidae	Odostomella	chorea	24245033
Pyramidellidae	Babella	henni	24245037
Pyramidellidae	Oscilla	duplex	24245292
Phliantidae	Pereionotus	yongensis	28482015
Polychelidae	Pentacheles	obscurus	28815020
Sesarmidae	Neosesarma	hirsutus	28930069
Condylocardiidae	Benthocardiella	rakiura	23326091
Carinariidae	Carinaria	cithara	24181005
Philobryidae	Philobrya	wandelensis	23232025
Pinnidae	Atrina	serra	23245009
Belomitridae	Belomitra	challengeri	24202246
Skeneidae	Liotella	patonga	24048051
Propeamussiidae	Catillopecten	murrayi	23271031
Pseudococculinidae	Mesoplex	zelandica	24026011
Paratanaidae	Paratanais	caterae	28120025
Philobryidae	Cratis	delicatula	23232057
Pinnidae	Atrina	zelandica	23245013
Pinnidae	Pinna	menkei	23245011
Limidae	Limaria	stertum	23250028
Chilodontidae	Herpetopoma	aspersum	24051004
Nuculidae	Nucula	nitidula	23201025
Nymphonidae	Nymphon	dubitabile	33010009
Maeridae	Elasmopus	arrawarra	28539044
Galeommatidae	Vermitexta	garrardi	23315048
Ophiomusaidae	Ophiomusa	miranda	25176078
Pyramidellidae	Turbonilla	latacosta	24245055
Pyramidellidae	Pseudorissoina	tasmanica	24245297
Pyramidellidae	Stylopsis	pulchellus	24245305
Limidae	Limatula	raoulica	23250040
Limidae	Limea	australis	23250045
Ostreidae	Magallana	sikamea	23257022
Arcidae	Anadara	bataviensis	23226057
Zobrachoidae	Bumeralius	buchalius	28426003
Gynodiastylidae	Litogynodiastylis	serrata	28099035
Goniasteridae	Nymphaster	arthrocnemis	25122048
Pseudarchasteridae	Pseudarchaster	boardmani	25131003
Aoridae	Grandidierella	rhizophorae	28549056
Stenothoidae	Verticotelson	mantis	28470026
Parastacidae	Ombrastacoides	decemdentatus	28795134
Aglajidae	Tubulophilinopsis	gardineri	24324015
Parastacidae	Ombrastacoides	leptomerus	28795122
Eurytheneidae	Eurythenes	gryllus	28427001
Newtoniellidae	Altispecula	geniculosa	24186005
Corophiidae	Paracorophium	nana	28551010
Phtisicidae	Caprellina	longicollis	28593016
Phtisicidae	Paraproto	tasmaniensis	28593018
Chirostylidae	Uroptychus	scandens	28842050
Asterinidae	Pseudonepanthia	briareus	25140049
Goneplacidae	Menoplax	longispinosa	28922030
Acanthochitonidae	Craspedoplax	cornuta	23120030
Psolidae	Psolidium	whittakeri	25404045
Callochitonidae	Callochiton	perscrutandus	23115068
Diastylidae	Dimorphostylis	roccatagliatai	28097027
Diastylidae	Dimorphostylis	triplicata	28097028
Axiidae	Bouvieraxius	keiensis	28801013
Acanthochitonidae	Acanthochitona	kimberi	23120007
Chromodorididae	Thorunna	perplexa	24432013
Hydrobiidae	Beddomeia	fallax	24111153
Epitoniidae	Plastiscala	verconis	24191013
Viviparidae	Notopala	essingtonensis	24070004
Eurytheneidae	Eurythenes	obesus	28427002
Gnathiidae	Gnathia	prolasius	28202037
Diogenidae	Clibanarius	eurysternus	28827045
Austrarcturellidae	Austrarcturella	hirsuta	28277008
Scissurellidae	Scissurella	ornata	24037003
Conidae	Conus	magus	24222074
Palaemonidae	Periclimenes	paralcocki	28756242
Palaemonidae	Sandimenes	hirsutus	28756246
Eurypatagidae	Eurypatagus	ovalis	25309006
Paracucumidae	Crucella	hystrix	25403002
Lucinidae	Fimbria	sowerbyi	23305041
Aeolidiidae	Bulbaeolidia	alba	24462013
Facelinidae	Herviella	albida	24468023
Lucinidae	Fimbria	fimbriata	23305040
Callochitonidae	Callochiton	empleurus	23115064
Podoceridae	Podocerus	miscix	28548026
Bathyspinulidae	Bathyspinula	calcar	23203001
Parabathynellidae	Hexabathynella	aotearoae	28012048
Drilliidae	Clavus	maestratii	24220343
Ascorhynchidae	Ascorhynchus	quartogibbus	33013007
Parabathynellidae	Arkaroolabathynella	remkoi	28012042
Aeolidiidae	Baeolidia	harrietae	24462016
Sareptidae	Sarepta	tellinaeformis	23208003
Cerithiopsidae	Cerithiopsis	carrota	24186006
Parabathynellidae	Notobathynella	remota	28012007
Cancellariidae	Scalptia	obliquata	24215031
Palaemonidae	Cuapetes	amymone	28756127
Amphionididae	Amphionides	reynaudii	28705001
Phasianellidae	Phasianella	variegata	24042005
Paguridae	Catapaguropsis	queenslandica	28835047
Lucinidae	Divaricella	irplex	23305027
Xanthidae	Actaeodes	hirsutissimus	28920040
Phasianellidae	Phasianella	angasi	24042007
Munididae	Munida	gordoae	28840125
Munididae	Paramunida	evexa	28840136
Litiopidae	Alaba	bowenensis	24078010
Aristiidae	Pratinas	ludmilla	28410007
Crangonidae	Metacrangon	spinidorsalis	28781038
Cingulopsidae	Eatonina	condita	24100004
Cingulopsidae	Eatonina	hedleyi	24100005
Cingulopsidae	Eatonina	fulvicolumella	24100013
Kergueleniidae	Kerguelenia	euroka	28424005
Xanthidae	Epiactaea	nodulosa	28920196
Triphoridae	Aclophora	alveata	24185080
Parabathynellidae	Arkaroolabathynella	robusta	28012043
Ceratocumatidae	Cimmerius	bacescui	28094002
Veneridae	Lioconcha	lamprelli	23380037
Colloniidae	Argalista	rosea	24043003
Limopsidae	Limopsis	vixornata	23230004
Onychoteuthidae	Onychoteuthis	aequimanus	23623002
Fissurellidae	Rimulanax	corolla	24040049
Cingulopsidae	Tubbreva	insignificans	24100023
Triphoridae	Inella	gigas	24185094
Triphoridae	Cautotriphora	pavimenta	24185095
Opisidae	Podoprionides	akantha	28429003
Triphoridae	Mastonia	funebris	24185104
Eulimidae	Stilapex	eburnea	24195138
Aclididae	Cyclonidea	carina	24196002
Galatheidae	Galathea	halia	28840165
Munidopsidae	Munidopsis	comarge	28840170
Conorbidae	Benthofascis	biconica	24223001
Munidopsidae	Munidopsis	nitida	28840173
Anabathridae	Pisinna	moretonicus	24106035
Triviidae	Ellatrivia	cydarum	24160027
Ovulidae	Prionovolva	nivea	24156049
Ovulidae	Pellasimnia	maccoyi	24156065
Caecidae	Parastrophia	cygnicollis	24117010
Amphiuridae	Amphiura	rosea	25191087
Scissurellidae	Sinezona	calumnior	24037040
Scissurellidae	Sinezona	finlayi	24037043
Typhlotanaidae	Antiplotanais	actuarius	28131008
Scissurellidae	Satondella	minuta	24037064
Parabathynellidae	Onychobathynella	bifurcata	28012040
Munidopsidae	Munidopsis	kareenae	28840183
Ophionereididae	Ophionereis	fasciata	25179023
Callipallenidae	Meridionale	gracilis	33011050
Larocheidae	Bathyxylophila	excelsa	24039013
Nuculidae	Pronucula	tenuis	23201033
Nuculidae	Nucula	rossiana	23201039
Fissurellidae	Scutus	breviculus	24040074
Colloniidae	Argalista	umbilicata	24043014
Callipallenidae	Pallenoides	stylirostrum	33011015
Kalliapseudidae	Kalliapseudes	langi	28111003
Gynodiastylidae	Litogynodiastylis	trachyphasis	28099036
Bodotriidae	Bodotria	maculosa	28091001
Nannastacidae	Procampylaspis	spinifera	28093065
Ampithoidae	Sunamphitoe	graxon	28553013
Aoridae	Camacho	nodderi	28549058
Oplophoridae	Oplophorus	gracilirostris	28734002
Columbellidae	Retizafra	multicostata	24203088
Volutidae	Alcithoe	arabica	24207078
Epitoniidae	Epitonium	carchedon	24191076
Epitoniidae	Epitonium	irregulare	24191081
Epitoniidae	Epitonium	liliputanum	24191083
Volutidae	Alcithoe	fusus	24207084
Cerithiopsidae	Joculator	introspectus	24186056
Epitoniidae	Epitonium	obliquum	24191088
Rissoidae	Onoba	steineni	24108011
Skeneidae	Cirsonella	microscopia	24048023
Goniodorididae	Okenia	brunneomaculata	24422024
Cassidae	Oocorys	verrillii	24171039
Bopyridae	Megacepon	choprai	28340040
Raphitomidae	Kermia	daedalea	24217129
Cypraeidae	Zoila	raywalkeri	24155110
Arminidae	Armina	cygnea	24450006
Cavoliniidae	Cavolinia	tridentata	24402010
Cuspidariidae	Cardiomya	fallax	23435022
Chilodontidae	Vaceuchelus	clathratus	24051019
Chilodontidae	Euchelus	mysticus	24051020
Tellinidae	Tellina	carnicolor	23355056
Munidopsidae	Munidopsis	abyssicola	28840093
Pleustidae	Tepidopleustes	coffsiana	28460002
Asteriidae	Uniophora	granifera	25154018
Ophiacanthidae	Ophiacantha	funebris	25185059
Fasciolariidae	Turrilatirus	craticulatus	24202094
Procellariidae	Pterodroma	lessonii	40041029
Kalliapseudidae	Kalliapseudes	struthi	28111002
Emblandidae	Emblanda	emblematica	24107001
Nymphonidae	Nymphon	tenuipes	33010019
Rissoidae	Alvania	sculptilis	24108029
Triphoridae	Subulophora	virgina	24185157
Epitoniidae	Opalia	crassilabrum	24191102
Triphoridae	Monophorus	constrictus	24185164
Triphoridae	Opimaphora	coralina	24185165
Cerithiopsidae	Seila	magna	24186076
Cerithiopsidae	Seila	tenuis	24186079
Eulimidae	Curveulima	litoris	24195093
Eulimidae	Curveulima	manifesta	24195094
Triphoridae	Coriophora	arafura	24185116
Triphoridae	Coriophora	eximia	24185121
Triphoridae	Coriophora	inconspicua	24185123
Fasciolariidae	Peristernia	venusta	24202239
Belomitridae	Belomitra	aoteana	24202241
Conradiidae	Crossea	striata	24048029
Rissoidae	Onoba	agnewi	24108056
Cocculinellidae	Cocculinella	tasmanica	24028003
Eulimidae	Melanella	cunaeformis	24195098
Eulimidae	Eulima	mamilla	24195103
Veneridae	Antigona	elimatula	23380210
Rissoidae	Haurakia	minuscula	24108189
Rissoidae	Haurakia	pellucida	24108192
Calyptraeidae	Maoricrypta	youngi	24135012
Calyptraeidae	Sigapatella	superstes	24135018
Polyceridae	Kalinga	ornata	24424029
Newtoniellidae	Trituba	antepallaxa	24186156
Eulimidae	Sabinella	infrapatula	24195179
Raphitomidae	Hemilienardia	malleti	24217146
Columbellidae	Macrozafra	enwrighti	24203105
Buccinidae	Antarctoneptunea	benthicola	24202317
Anabathridae	Anabathron	elongatum	24106064
Amphibolidae	Phallomedusa	austrina	24486008
Hydrophiidae	Aipysurus	apraefrontalis	39125002
Luidiidae	Luidia	hardwicki	25105003
Chromodorididae	Chromodoris	lineolata	24432004
Xenophoridae	Onustus	indicus	24145002
Semelidae	Abra	infans	23356004
Veneridae	Circe	scripta	23380026
Asteropseidae	Asteropsis	carinifera	25144001
Ovulidae	Volva	volva	24156002
Malleidae	Malleus	regula	23237006
Pteriidae	Pteria	heteroptera	23236008
Capulidae	Capulus	novaezelandiae	24140022
Vermetidae	Dendropoma	platypus	24150007
Rissoidae	Powellisetia	microstriata	24108230
Cancellariidae	Zeadmete	subantarctica	24215068
Cerithiopsidae	Sundaya	exquisita	24186142
Pyramidellidae	Turbonilla	taylori	24245160
Cerithiopsidae	Prolixodens	benthica	24186128
Pyramidellidae	Pyramidella	dolabrata	24245067
Newtoniellidae	Trituba	apicina	24186159
Turritellidae	Vermicularia	maoriana	24079041
Siliquariidae	Tenagodus	maoria	24080010
Eulimidae	Melanella	archeyi	24195159
Eulimidae	Melanella	maoria	24195164
Eulimidae	Melanella	paxillus	24195169
Eulimidae	Melanella	puhana	24195170
Littorinidae	Laevilitorina	alta	24095043
Buccinidae	Aeneator	galatheae	24202292
Buccinidae	Aeneator	recens	24202295
Buccinidae	Buccinulum	pallidum	24202302
Buccinidae	Euthrenopsis	bountyensis	24202312
Philobryidae	Lissarca	rhomboidalis	23232030
Pasiphaeidae	Pasiphaea	pseudacantha	28745028
Hydrophiidae	Aipysurus	pooleorum	39125034
Ampithoidae	Pseudopleonexes	nexis	28553016
Cidaridae	Acanthocidaris	curvatispinis	25202002
Stichopodidae	Stichopus	monotuberculatus	25417010
Arcidae	Barbatia	pistachia	23226006
Arcidae	Barbatia	foliata	23226005
Patellidae	Scutellastra	peronii	24005004
Rissoidae	Onoba	paucilirata	24108137
Nannastacidae	Campylaspis	macrosulcata	28093082
Mactridae	Zenatia	acinaces	23345057
Verticordiidae	Haliris	setosa	23425012
Myochamidae	Hunkydora	novozelandica	23422022
Veneridae	Paphia	polita	23380204
Veneridae	Notopaphia	elegans	23380209
Eatoniellidae	Eatoniella	roseola	24101061
Fasciolariidae	Pararetifusus	carinatus	24202328
Anabathridae	Anabathron	angulatum	24106063
Limacinidae	Thielea	helicoides	24401003
Columbellidae	Macrozafra	nodicincta	24203107
Columbellidae	Paxula	paxillus	24203112
Anabathridae	Pisinna	semisulcata	24106088
Calyptraeidae	Sigapatella	terraenovae	24135017
Anabathridae	Pisinna	minor	24106081
Calyptraeidae	Sigapatella	tenuis	24135020
Drilliidae	Splendrillia	chathamensis	24220368
Drilliidae	Splendrillia	majorina	24220370
Assimineidae	Assiminea	vulgaris	24113024
Caecidae	Caecum	digitulum	24117023
Tornidae	Elachorbis	diaphana	24119029
Newtoniellidae	Adelacerithium	mirabile	24186161
Sepiidae	Sepia	apama	23607001
Ocypodidae	Gelasimus	vomeris	28960017
Callianassidae	Filhollianassa	ceramicus	28803006
Sepiidae	Sepia	mestus	23607025
Calliostomatidae	Astele	monile	24047002
Cerithiidae	Rhinoclavis	articulata	24076003
Neopilinidae	Micropilina	arntzi	23055007
Nuculidae	Ennucula	strangei	23201029
Leptocheliidae	Parakonarus	oregmus	28123025
Cymothoidae	Ceratothoa	carinata	28223070
Pontogeneiidae	Paramoera	fasciculata	28441006
Cylichnidae	Cylichna	gelida	24320009
Condylocardiidae	Carditellopsis	infans	23326082
Trapezidae	Glossocardia	obesa	23365003
Elpidiidae	Elpidia	theeli	25423007
Euciroidae	Euciroa	galatheae	23427003
Chamidae	Chama	brassica	23301010
Cyamiidae	Kidderia	rakiura	23320018
Montacutidae	Mysella	beta	23315097
Tanaopsidae	Tanaopsis	rawhita	28135002
Skeneidae	Liotella	pulcherrima	24048013
Myochamidae	Myadora	striata	23422031
Turritellidae	Stiracolpus	pagoda	24079043
Eulimidae	Melanella	perplexa	24195168
Cingulopsidae	Eatonina	micans	24100034
Buccinidae	Buccinulum	mariae	24202301
Columbellidae	Antimitrella	laxa	24203091
Rissoidae	Alvania	exserta	24108210
Trinchesiidae	Trinchesia	zelandica	24465015
Raphitomidae	Hemilienardia	homochroa	24217145
Aplustridae	Bullina	lineata	24304006
Aplustridae	Bullina	vitrea	24304007
Pyramidellidae	Pyrgulina	columna	24245282
Cylichnidae	Toledonia	major	24320013
Siphonariidae	Siphonaria	propria	24488019
Ellobiidae	Myosotella	myosotis	24501035
Planorbidae	Hippeutis	complanatus	24492060
Marginellidae	Dentimargo	wormaldi	24210150
Pterasteridae	Hymenaster	violaceus	25139019
Xylodisculidae	Xylodiscula	eximia	24227002
Xylodisculidae	Xylodiscula	osteophila	24227004
Penaeidae	Metapenaeus	bennettae	28711022
Penaeidae	Metapenaeus	moyebi	28711059
Trapeziidae	Trapezia	septata	28927002
Enoploteuthidae	Abralia	spaercki	23621011
Phalacrocoracidae	Phalacrocorax	carbo	40048002
Tellinidae	Tellina	palatam	23355028
Argonautidae	Argonauta	nodosus	23662004
Palaemonidae	Periclimenaeus	colemani	28756284
Calliostomatidae	Tristichotrochus	tosaensis	24047031
Maeridae	Elasmopus	rapax	28539099
Ischyroceridae	Rhinoecetes	anneae	28547054
Cuspidariidae	Austroneaera	brevirostris	23435034
Cuspidariidae	Octoporia	sinuosa	23435053
Neoleptonidae	Neolepton	powelli	23321012
Thraciidae	Parvithracia	suteri	23410026
Pectinodontidae	Pectinodonta	morioria	24007003
Lottiidae	Notoacmea	badia	24010035
Buccinidae	Buccinulum	colensoi	24202253
Veneridae	Pitar	phoenicopterus	23380190
Munidopsidae	Munidopsis	kermadec	28840178
Pyramidellidae	Besla	insularis	24245317
Pyramidellidae	Odostomia	incidata	24245346
Hemieuryalidae	Ophiozonella	insularia	25186021
Psychropotidae	Psychropotes	scotiae	25424007
Limapontiidae	Sacoproteus	yhiae	24383012
Cymonomidae	Cymonomus	tesseris	28854015
Gastropteridae	Siphopteron	makisig	24325007
Acteonidae	Maxacteon	hancocki	24302017
Philinidae	Philine	umbilicata	24322011
Upogebiidae	Upogebia	hexaceras	28805007
Glycymerididae	Tucetona	auriflua	23231016
Pandalidae	Plesionika	reflexa	28770022
Parapaguridae	Oncopagurus	cidaris	28837012
Lucinidae	Epicodakia	perobliqua	23305010
Lucinidae	Ctena	bella	23305011
Dromiidae	Cryptodromia	fukuii	28852011
Glycymerididae	Glycymeris	cotinga	23231005
Gnathiidae	Caecognathia	hodgsoni	28202067
Serolidae	Septemserolis	nobilis	28225041
Sphaeromatidae	Cerceis	trispinosa	28226192
Austrarcturellidae	Dolichiscus	meridionalis	28277021
Acanthaspidiidae	Iolanthe	longiramosa	28311007
Iphimediidae	Echiniphimedia	hodgsoni	28489020
Epimeriidae	Epimeria	grandirostris	28444017
Photidae	Gammaropsis	triodon	28546023
Callipallenidae	Cheilopallene	bamberi	33011057
Scinidae	Scina	tullbergi	28561022
Scinidae	Scina	typhlops	28561023
Hyperiidae	Hyperoche	luetkenides	28570028
Plakobranchidae	Thuridilla	carlsoni	24371011
Trinchesiidae	Trinchesia	macquariensis	24465017
Haminoeidae	Haloa	crocata	24330014
Runcinidae	Pseudoilbia	lineata	24340002
Facelinidae	Austraeolis	benthicola	24468034
Marginellidae	Serrata	raoulica	24210156
Pterasteridae	Hymenaster	praecoquis	25139018
Xylodisculidae	Xylodiscula	librata	24227003
Pyramidellidae	Odostomia	pervaga	24245351
Cranchiidae	Megalocranchia	maxima	23643021
Tremoctopodidae	Tremoctopus	robsoni	23660002
Polyceridae	Kaloplocamus	peludo	24424041
Chromodorididae	Goniobranchus	rufomaculatus	24432086
Pasiphaeidae	Eupasiphae	gilesii	28745001
Cryptochiridae	Hapalocarcinus	marsupialis	28965001
Pectinidae	Annachlamys	iredalei	23270038
Goniasteridae	Fromia	hemiopla	25122051
Onychoteuthidae	Onychoteuthis	meridiopacifica	23623007
Histioteuthidae	Histioteuthis	macrohista	23630008
Goniasteridae	Calliaster	erucaradiatus	25122007
Mastigoteuthidae	Magnoteuthis	magna	23639003
Epitoniidae	Claviscala	kuroharai	24191111
Actinocyclidae	Hallaxa	gilva	24429004
Dorididae	Doris	violacea	24431024
Chromodorididae	Goniobranchus	aureomarginatus	24432085
Tritoniidae	Tritonia	incerta	24440009
Octopodidae	Amphioctopus	marginatus	23659069
Callianassidae	Praedatrypaea	propinqua	28803021
Idiosepiidae	Idiosepius	hallami	23610004
Goniasteridae	Goniodiscaster	integer	25122093
Goniasteridae	Goniodiscaster	pleyadella	25122094
Pyramidellidae	Siogamaia	morioria	24245362
Echinometridae	Heliocidaris	tuberculata	25247002
Tanaidae	Zeuxo	kirkmani	28122019
Stylodactylidae	Stylodactylus	multidentatus	28740002
Benthesicymidae	Gennadas	incertus	28713008
Parastacidae	Cherax	quadricarinatus	28795004
Parastacidae	Euastacus	armatus	28795008
Sergestidae	Deosergestes	seminudus	28720008
Munididae	Munida	haswelli	28840003
Pulvinitidae	Pulvinites	exempla	23239001
Pectinidae	Mimachlamys	cloacata	23270026
Glycymerididae	Tucetona	odhneri	23231019
Majidae	Prismatopus	spatulifer	28880004
Turbinidae	Bellastraea	squamifera	24045012
Echinothuriidae	Tromikosoma	australe	25205021
Cucumariidae	Calcamariina	moorea	25408083
Hyperiidae	Pegohyperia	princeps	28570031
Sergestidae	Challengerosergia	talismani	28720043
Tritoniidae	Marionia	cyanobranchiata	24440005
Conidae	Conus	armadillo	24222150
Conidae	Conus	sulcatus	24222154
Actinocyclidae	Hallaxa	iju	24429006
Chromodorididae	Chromodoris	westraliensis	24432096
Goniodorididae	Okenia	rhinorma	24422030
Chromodorididae	Verconia	laboutei	24432113
Dendrodorididae	Dendrodoris	guttata	24433018
